pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Snorlax,1628081,41341,6.3291e-06,,0.0,0.0015895146,0.0249990091,0.0,0.0065721845,0.0610233287,0.0292130869,0.0010116188,0.0,,,0.0123141865,0.0,1.80297e-05,0.0950812828,,0.0569409042,0.0,0.2999130602,,0.0,8.2358e-06,0.0525206376,0.0,,6.636e-07,0.0,,0.0001374551,5.6416e-06,3.40896e-05,0.0007901562,0.0005916499,2.47835e-05,0.0,4.9175366739,0.0,0.0,1.15498e-05,0.0018769383,,,0.0001959521,0.0,1.6609e-06,,,0.0,1.97e-08,0.0,,0.0,0.0,,0.0098072758,0.0561870851,0.064951835,8e-10,0.0,1.00215e-05,0.0,1.1398663177,0.2777758074,4.35e-08,,,,0.0,,0.0,,,0.0,,,0.0,1.7e-09,,0.0005413483,0.0,,,7e-10,,,,,,0.0,0.0,0.0,8.953e-07,,0.0,,,2.89371e-05,,0.0,,,0.0018668567,4.7242e-06,,,5.133e-07,0.0,,,0.0,,,,,4e-10,,,,,0.0,,,,,,,,,0.0,3.02e-08,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,1628081,12135,,,,,7.17e-08,,0.0108040651,0.0,0.0001055354,0.0864875581,,,,0.0,,0.0007006661,0.0,,0.0001780806,0.0,0.0006514949,1.42e-08,,3.109e-07,8.19798e-05,0.0,,0.0001848662,,2.78419e-05,0.0025372988,0.0039026083,1.2779e-06,0.00336479,,,,0.1604008559,0.4842996633,,0.3856688348,8.59286e-05,0.0,,0.0,4.02648e-05,,,1e-10,,,0.0,,0.0,0.0,,0.0032828872,0.0,0.0009282489,1e-10,,0.0,,3.559e-06,0.0024817171,,,0.0,,,,,,,,,,,,,0.0207588473,,,,,0.0201115508,,,,,2.5122e-06,,,0.0,,0.1786054613,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,0.0016338664,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,1628081,13086,0.0,,0.0,,0.0,,0.0002143908,,1.187e-06,2.46879e-05,,,,,,0.0,,0.0,0.0,,0.000891002,,,0.0,1.32e-08,,,0.0580007683,,,,0.0002438911,0.1253541695,3.9667695659,,,0.0002773407,0.0043726487,,,0.0,1.3526e-06,,0.0,1.05e-08,,0.0,2.741e-07,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0002216214,1.46938e-05,0.0133010559,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4.727e-07,1.9067065977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1628081,210910,,,0.0137430425,,4.5269e-05,,0.0009972131,1.68e-08,0.0010642185,0.1473712525,,,,0.0,0.0,1.22836e-05,1.05104e-05,0.0,0.0800838353,,5.4305049219,,,0.0735859585,0.068373074,,0.0,7.85051e-05,1.38921e-05,0.0,0.0221062961,0.2172781086,0.1153960738,0.0002248189,,0.0573482725,0.0,0.1432665863,2.487e-07,9.96901e-05,0.0,6.1176e-06,,,0.0193196931,,3.17687e-05,0.0,,8.9743e-06,1.0193e-06,0.0,,7.94857e-05,,,1.9e-08,4.67e-08,0.0052614509,0.0,,2.8e-09,0.0,,85.1259538221,1.36017e-05,0.0,0.0017312974,,0.0,,,,,0.0894380715,,,,,,,,,,0.0,,,,,,2.12802e-05,,,0.0,,,1.14622e-05,,1.04e-08,,2e-10,,,4.32719e-05,0.0,,,,0.0,,,0.0345307343,,,0.2631457458,,,,0.0,,,0.0,,,0.0,,,0.0,0.0004272019,1.1028e-06,0.0,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0001160154,0.0001527116,0.0004197163,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1628081,63459,,0.0,0.0001912527,,0.0011618519,,0.0284564544,1.1702e-05,0.0012223592,0.0305500591,0.0,,,0.0003841063,,8.57212e-05,2.4586e-06,,0.0148509565,0.0,4.7166852093,0.0002097477,7.49e-07,0.0748736828,0.0282562939,0.0,,0.0075251569,0.0046123736,0.0,,0.0068752412,0.0071721127,0.0003256741,0.0204252937,0.1296019874,,0.0266573596,0.2583143569,5.1e-09,0.3742547648,0.0003142297,,0.0,0.0173024559,,0.0042602343,0.0014637068,0.0027638765,2.39e-08,0.0001194993,0.0,6.328e-06,8.141e-07,6.02217e-05,,0.0524773946,0.2007940553,0.0018478749,8.42e-08,0.0,1e-10,2.07418e-05,3.0992e-06,0.0007094973,,,0.0,,0.0,,0.0,0.0,,2.1e-09,,2.973e-07,,,,,0.0442274701,,,3e-10,0.0003116955,,,,,4.2643e-06,,0.0,0.0,,0.0,0.0,,2.085e-05,1.1691e-06,4.7e-09,0.0,0.0,2e-10,0.0,0.0,,,,,,5.00854e-05,7.22659e-05,,,,0.0,,2.9e-09,2.006e-07,,6.1814e-05,,,,,,1.01e-08,,,0.0,,,0.0,,,,,,,0.0,0.0,,,0.0026757746,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0284494633,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,1628081,13025,,,,,0.1228115304,,0.0004284545,,1.9e-08,0.0029725058,,,,0.0,,1.6358e-06,8.0536e-06,,0.0003919195,,0.0052344961,,,0.0196877691,0.0251974116,,,0.0001239139,0.0,,0.0,7.84879e-05,6.71e-07,0.0,0.0,2.86e-08,0.0,0.0177326858,0.0,0.0,0.0,1.2e-09,,,0.0047510568,,,,,0.0,0.0,,,0.0,,,0.244285304,0.0012793515,1.22315e-05,1.3747e-06,,0.0,0.0,0.0,0.3920960251,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,6.14e-08,,,0.0,0.0,,,2.4e-09,,,1.753e-07,,,,0.0107860242,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.01e-08,,9e-10,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1628081,16948,,,0.0428857543,0.0,0.0,0.0,0.0004981717,0.0,0.0,0.0071000523,,,,0.0,,0.0,0.0,,0.3693736592,0.0,0.0177176367,,,0.0012455532,6.61735e-05,0.0,,0.0,0.0,0.0002216197,,0.000198475,0.0661869121,0.6657356964,,2.009e-07,,0.0101132707,0.0,0.0,0.0,0.012006599,,,0.0008941264,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,9.13e-08,0.1540921721,0.0009622767,0.0931899827,,0.0,9.50598e-05,,0.0259003279,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,,6.47e-08,,,,6.1137e-06,,,,,,,0.0011874605,,,,,,,,,,,,,,,,,,4.83e-08,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1e-10,,,,,1.12783e-05,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butterfree,1628081,7493,,,,,,,3.1759e-06,0.0,2e-10,0.0506252654,0.0,,,,,0.0,0.0005345057,,6.6e-09,3e-10,0.0003102357,0.0,,0.0,0.0014599612,,,0.0,,,,6.2822558022,2.13e-08,1e-10,9.1566e-05,0.0,,0.0114264971,0.0001746741,,,0.0004713511,0.0,0.0,5.94321e-05,,0.0,,,0.0,,,,,3.923e-06,,9.25e-08,0.0,0.0,2.6667e-06,,8e-10,0.0,,1.147e-07,,,,,,,,,0.0,,2.1e-09,,4.069e-06,,,,,,,,,,,,,,,,,1.4e-09,,,,,,,,,,0.0,0.0,,,0.0002733218,,,,,,,,,,,7.11e-08,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1628081,17866,,,,,0.0,,0.1450125626,,0.0,0.0996630854,0.0,,1.8582e-05,1.7014e-06,,5.7e-08,0.0,,0.001693535,0.0,0.0248585199,0.0063282591,0.0,0.0,0.0004094493,0.0,,0.0024955109,,0.0,5.63774e-05,0.0016284603,0.7139287468,0.0114195821,0.0,,,1.2005389675,6.4287033961,0.0,0.0,0.0,7.5e-09,0.0,3.58807e-05,,2.5e-08,0.0,0.0012604202,0.0,,0.0,0.0,,,,0.0006003141,0.0401894446,0.0062022339,0.000298433,,0.0,0.0,,6.566e-07,,,0.0,4.9706e-06,,,0.0,,,,,,,2.3e-09,,0.0,0.0087786525,,,0.0,0.3067399827,,,,,0.0,,,,,0.0558584775,,,0.0,,,,,,,,,,,,,,1.63e-08,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033191434,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1628081,21272,0.0,,0.0,,0.0011722336,,2.259e-06,0.0045874555,0.0,0.0182502803,,,0.0,,0.0,1.2689e-06,4.164e-07,3.831e-07,0.0661587214,,1.244853336,,,0.0006207022,5.859e-07,0.0252584929,,5.87e-07,0.0,1.32238e-05,,0.0105317812,1.9697848061,0.4340389454,0.0002635996,,,0.0108095751,0.0,0.0,,1.7332e-05,,0.0001018201,0.009127409,7.8e-09,0.0,,,0.0002058513,,,3.71e-08,0.2202292273,0.0,0.0013342893,0.0471301913,,2.0987e-06,,,,0.0,0.0,2.80897e-05,,,,6.332e-07,,,,,,,,,,,,,,,,1.41e-08,,,,,,0.0,,,0.0,0.0,0.0,3.73e-08,,0.0061185492,,,,,,,0.0,,,0.0,,1.9204e-06,,,2.03e-08,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,1628081,76517,,,,1e-10,0.0,,1e-10,,0.0,1.1515e-06,,,,0.0,,0.0,0.0,,3.1e-09,0.0,2e-09,,,1.6492e-06,1.53594e-05,,,0.0,0.0,,,0.0007510895,0.0,0.0,,,,0.0048034023,0.0,0.0,1.55703e-05,,,,0.0002005682,0.0,189.6398020272,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,1.2817e-06,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1628081,198860,0.0,,0.0824273559,0.0,0.0002295522,,0.0005789898,0.0003490717,0.0043099418,5.6544380855,2.46099e-05,,,0.0008940289,1e-10,0.0007452377,8.9678e-05,1.189e-07,0.0122647302,,24.648237083,,0.0,0.1641024338,0.1802901705,0.0,3.51164e-05,1.7357825922,0.0005751484,0.0,,19.1324537251,0.0120355079,0.3250289983,0.0245497165,0.0002413445,,2.5735755666,5.0514e-06,0.0042065021,0.0050603021,0.000600453,,4e-10,0.0267709392,,3.21731e-05,,,3.3126e-06,0.0316018817,,,0.0006524763,0.0001391213,0.0,0.1236091303,0.0235657452,0.0210997304,7.84442e-05,0.0,0.0003759425,0.0041276378,6.1e-09,3.9439701957,3e-10,,0.000392499,3.316e-07,0.0,,0.0055045808,,,3.5468903788,2.088e-07,0.0022829482,,,,8.5016e-06,0.0,,2.2264e-06,0.0,,,0.0,,,0.0016405905,,,1.9587e-06,0.0,,,,0.2859831501,,0.0002365963,,1.1e-09,0.0,9.9e-08,0.0,,,1.1809e-06,,,0.0290948896,,0.0321981382,,,,0.0,0.0319182982,,,0.0,0.0287814941,,0.0008654821,,,,1.4723e-06,0.0,0.0018779842,0.0958432888,,0.0,,,3.9e-09,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,1.704e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1628081,25781,,,,7e-10,2.05881e-05,,1.19399e-05,0.0,0.0,0.1982873631,,,,1.83232e-05,0.0,0.0,,0.0,0.0005676307,,11.0669680039,,,0.0001847701,0.0011145977,0.0,,0.0016226681,0.0,1.78314e-05,,0.0121499942,2.1464269391,0.0,0.0,,,0.0064991461,,0.0,0.0,3.85765e-05,,,0.0021015625,0.2896186323,,,,1.3509502291,0.0043726485,,,0.0,,,0.1540797008,1.8949e-06,6e-10,0.0232942952,,0.0,1e-09,0.0,4.0711112957,3.00303e-05,,,,1e-10,0.0002695081,0.0,2.3e-09,,0.0,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0003977475,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,1628081,20333,,,,,0.0,,6.4909766897,0.0,0.0,0.0003739452,,0.0,,8e-09,,0.0002989293,0.0,,0.0004871891,,0.0003550523,,,0.0,3.7809e-06,,,0.0,,,0.0,0.0012381282,0.5546916197,0.0075812054,,,,0.2854318814,0.0,,0.0001115059,0.0,,0.0,4.76524e-05,0.0,,0.0046361842,,,,2.2546946447,0.0,0.0,0.0,,0.0225674153,,0.0,0.0005687211,,5.33e-08,,9.68723e-05,0.0,1.874e-07,,0.0,,,,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,2.92328e-05,,0.0022199119,,,0.0001321802,,0.0,,0.0,,,0.0,,,0.0,,2.14732e-05,,,0.0,,,,,,,,,,,,,,,4.79745e-05,0.0,,0.0,,,,,0.0,,,,,,,,1.66e-07,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggutor-Alola,1628081,5083,0.0,,,,0.0,,,0.0,5.506e-07,7.87e-08,0.0,,0.0012892905,,,5.466e-07,0.0,,0.0001032359,,0.0045339421,,,0.0,0.0017557912,,,0.0,1.8e-09,,,0.0,0.0,0.0054741804,,,,0.0023339423,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,0.0055521151,5.5865e-06,0.0001260441,,,,,1.3161602758,0.0,,,,,0.0,4.86e-08,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,8.0002e-06,0.333388735,,,0.0005429596,,0.0,0.0,0.0,,,,,,,,,,,,,,2.46e-08,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,9.0949e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggutor,1628081,5768,0.0,,,,8.867e-07,,0.0,0.0,3.1381e-06,0.0013521478,,,0.0,,0.0,0.0,0.0,,9.2e-09,,0.1987937568,,,7.72e-08,0.0101208673,,3.9797e-06,,,,,0.0,0.0,0.0038489529,0.0,,,0.0582889669,,0.0,0.0,0.0,0.0,0.0,5e-09,,,,,0.0,,,0.0,0.0,,,0.3750521231,1.543e-07,9.62e-08,,,,,0.0,0.0,,,,,5.4538e-06,,,,,,,,,0.0,,1e-10,9e-10,,,0.0,3.50105e-05,,,,,0.0,,0.0,0.0,,0.0,,,,9.37467e-05,0.0,,,0.000168987,0.0,0.0,,4e-10,,,,,0.0,,,,,1.592e-07,,,,0.0,,0.0004020287,,2e-10,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absol,1628081,8931,,,0.0728306371,1.4e-09,0.0,,2.5248e-06,,0.0,0.0311823725,,,,,,0.0,0.0,,3.97e-08,,0.0545083763,,,0.0005307282,7.128e-07,,,0.0,0.0,0.0,,0.0,0.0963490963,1.827e-06,1e-10,0.0048077937,5.7729e-06,0.4991161257,0.0,0.0,,0.0001479848,,,9.6296e-05,,0.0,4e-10,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0035835427,,,,,5.8e-09,,,0.0,,8.5622e-05,,0.0022125877,3.3381e-06,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0003572535,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,1628081,554607,,0.0,0.0002617329,0.0,0.083049928,,252.4184228089,0.026183583,0.0518715773,10.3972387097,0.0,,,0.0,1.632e-07,0.0002602309,0.0282671934,0.0015048017,0.3954538079,,267.1564616904,,1.53e-08,0.1728768198,0.2246105393,2.741e-07,,0.7486646423,2.5928293726,0.0759055528,1.0248e-05,1.9705117062,7.7697782757,0.0243439338,0.1169390445,0.0253214564,,262.7271627015,0.0003071949,3.8058e-06,0.0135204618,0.0082767727,,0.0,0.3032209375,0.0,0.0041263883,0.0,2e-10,0.0027054945,0.031433651,,0.0,0.4382760211,0.0656956595,,0.0690506917,83.0101926076,0.0007826527,0.042937904,0.0003908267,20.0679172786,0.0909461753,7.2628e-06,6.7712437679,0.0,,0.0,0.0074279025,0.0,0.5762001174,0.0033019214,1.3986e-06,,0.1929143786,,2.2941e-06,0.0,,0.1615756411,0.0001954416,,,,0.0,,0.0,53.6335030493,0.0,0.3330855278,0.563595473,6.30959e-05,,0.0001083564,0.0,0.0140191195,6.7e-09,,0.0017275151,,0.0380007071,,0.0,0.0,5.115e-07,0.0,,4.49077e-05,4.4298e-05,,,0.1403931006,0.0,,,0.0001030092,0.0,0.0,0.0,,,0.0,0.0,,,,1.44105e-05,,,9.9e-09,,0.0009497612,,,0.0,0.0,,,0.0024565891,0.0,5e-10,,,,,,,,,,0.9136239759,,2.3061e-06,0.0,2e-10,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,4.546e-07,,,,,0.0,,,,1.905e-07,,4.3709e-06,0.0,0.0,0.0019413405,3.35536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfetch'd,1628081,592,,,,0.0,0.0,,0.0,,,1.20167e-05,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,4.69979e-05,,,,,,,,0.0,,7.00405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4387266054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
