pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_psychicseed,Items_petayaberry,Items_chopleberry,Items_floatstone,Items_focussash,Items_magoberry,Items_figyberry,Items_zoomlens,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_ultraball,Items_twistedspoon,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_stickybarb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_adrenalineorb,Items_weaknesspolicy,Items_utilityumbrella,Items_kingsrock,Items_ironball,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_rockyhelmet,Items_leftovers,Items_mentalherb,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_laggingtail,Items_wiseglasses,Items_ejectpack,Items_nothing,Items_focusband,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_sitrusberry,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_leafstone,Items_oranberry,Items_flyingmemory,Items_apicotberry,Items_chestoberry,Items_grassyseed,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_sharpbeak,Items_heavyball,Items_damprock,Items_mistyseed,Items_darkmemory,Items_pechaberry,Items_cellbattery,Items_lightclay,Items_softsand,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_diveball,Items_chartiberry,Items_metalcoat,Items_shucaberry,Items_blackbelt,Items_colburberry,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_powerbracer,Items_machobrace,Items_smoothrock,Items_laxincense,Items_occaberry,Items_powerweight,Items_rockmemory,Items_micleberry,Items_silverpowder,Items_oddincense,Items_firestone,Items_passhoberry,Items_dragonfang,Items_firememory,Items_roseincense,Items_cheriberry,Items_jabocaberry,Items_electricseed,Items_bindingband,Items_charcoal,Items_gripclaw,Items_bugmemory,Items_beastball,Items_miracleseed,Items_bigroot,Items_lansatberry,Items_poweranklet,Items_aspearberry,Items_fullincense,Items_cobaberry,Items_mysticwater,Items_lightball,Items_energypowder,Items_poisonbarb,Items_psychicmemory,Items_electricmemory,Items_starfberry,Items_greatball,Items_babiriberry,Items_magnet,Items_yacheberry,Items_protectivepads,Items_powerbelt,Items_payapaberry,Items_shedshell,Items_blukberry,Items_poisonmemory,Items_spelltag,Items_griseousorb,Items_luminousmoss,Items_persimberry,Items_hardstone,Items_habanberry,Items_fossilizeddino,Items_fightingmemory,Items_quickball,Items_rowapberry,Items_cherishball,Items_rawstberry,Items_tamatoberry,Items_shinystone,Items_leppaberry,Items_moonstone,Items_icememory,Items_nevermeltice,Items_icestone,Items_icyrock,Items_adamantorb,Items_masterball,Items_upgrade,Items_pixieplate,Items_snowball,Items_rindoberry,Items_seaincense,Items_waveincense,Items_deepseatooth,Items_waterstone,Items_loveball,Items_chilanberry,Items_tr93,Items_kebiaberry,Items_safariball,Items_ghostmemory,Items_fairymemory,Items_destinyknot,Items_grepaberry,Items_levelball,Items_cloversweet,Items_fossilizedfish,Items_starsweet,Items_fastball,Items_berrysweet,Items_tr68,Items_powerband,Items_tangaberry,Items_dragonmemory,Items_premierball,Items_powerlens,Items_dawnstone,Items_steelmemory,Items_leek,Items_whippeddream,Items_tr47,Items_burndrive,Items_dragonscale,Items_reapercloth,Items_pinapberry,Items_qualotberry,Items_groundmemory,Items_prismscale,Items_tr84,Items_tr71,Items_galaricacuff,Items_deepseascale,Items_goldbottlecap,Items_tr66,Items_fossilizeddrake,Items_grassmemory,Items_tr09,Items_duskball,Items_electirizer,Items_kelpsyberry,Items_rustedshield,Items_watermemory,Items_quickpowder,Items_metalpowder,Items_healball,Items_thickclub,Items_ovalstone,Items_rarebone,Items_parkball,Items_tr60,Items_souldew,Items_lureball,Items_sachet,Items_protector,Items_shockdrive,Items_crackedpot,Items_tr97,Items_lustrousorb,Items_rustedsword,Items_luxuryball,Items_bottlecap,Items_hondewberry,Items_tr86,Items_magmarizer,Items_fossilizedbird,Items_tr61,Items_pokeball,Items_flowersweet,Items_tr65,Items_chippedpot,Items_dousedrive,Items_tr02,Items_tr99,Items_duskstone,Items_tr69,Items_tr91,Items_strawberrysweet,Items_sweetapple,Items_tr00,Items_dubiousdisc,Items_nestball,Items_pomegberry,Items_thunderstone,Items_tr07,Items_tr74,Items_tr43,Items_tr03,Items_tr27,Items_repeatball,Items_sportball,Items_dreamball,Items_moonball,Items_tr72,Items_tr96,Items_lovesweet,Items_tr54,Items_tr56,Items_tr92,Items_tartapple,Items_sunstone,Items_tr94,Items_tr67,Items_netball,Items_tr05,Items_tr87,Items_tr59,Items_tr36,Items_tr04,Items_tr39,Items_tr26,Items_tr33,Items_tr06,Items_tr51,Items_timerball,Items_tr16,Items_tr64,Items_chilldrive,Items_tr76
Stoutland,1804169,6121,,,,,4e-10,,0.0027694939,,0.0,,,0.0006088454,,,,,4.437e-06,0.1095148835,,,0.0,8.6274e-06,,,,,,,8.01943e-05,,,,9.35634e-05,9.0064e-06,,1.25288e-05,,2e-10,,,,,0.0,,,0.0005064929,0.0,,,,0.0,6.9859e-06,0.0,,,0.0,1.2276028459,,0.0,1.9e-09,,,0.0002186376,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001570427,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archeops,1804169,8189,,,0.0,,,,1.0729399548,0.0,2.379e-07,,,1.783e-06,0.0,,,,4.1e-09,1.9323e-06,,,0.0006576455,0.0035656299,0.0,0.0,0.0002016332,,0.0,,0.2069985637,0.15863114,0.0,0.0,3.45576e-05,0.0019221625,,0.0167113175,0.0,0.0001586284,0.0,1.409e-07,,4.699e-07,0.0047380978,0.0,,,0.0,,0.268541759,,0.0,1e-10,,,0.0,0.0342622891,0.0112298956,,0.0,0.0,,,6.252e-07,,0.0,4e-10,0.0,,,2.891e-06,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,0.0,,,,,,1e-10,,,,,0.0,,,,,,,,,1e-10,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,7.5271e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,1804169,47460,,,0.0,0.0,0.0030025641,,0.0492435476,5.0643e-05,0.4592100116,,,5.10472e-05,0.0050105395,,,0.0,0.1804690368,0.0120243087,,,0.0003795651,0.4233984319,,,7.91213e-05,,0.0,2.664e-06,0.0352176704,2.88e-08,0.006615611,1.9277e-06,0.0102976985,50.6654244132,0.0,4.2355e-06,0.0003715289,4.66539e-05,2.3e-09,,,0.0,0.0005277635,0.0,5.957e-07,5.4364e-06,1.2504e-06,0.0,,,0.0,1.8985e-06,,1e-10,0.0,0.0209035414,1.6344530473,0.0112714862,0.4556324161,0.0005723028,0.0,0.0,1.06217e-05,0.049500714,0.0522841734,3e-10,,,0.0,,0.0,1.2547439366,5e-10,0.0,,1.649e-07,,,0.0,,,,,,,4.9064e-06,,0.0,,,,0.0,0.0,,,2.30862e-05,,,,,0.0,,,,,,,,,,,,,,0.0700749866,,1.46093e-05,0.0,,,,0.0,,,,0.0,0.0,,0.0,,5.83e-08,,,4.77685e-05,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,5.027e-07,4.6888e-06,0.0,0.0,1.11e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,1804169,11786,,,8.2e-09,,,,0.1537963669,,1.123e-07,,,,0.0004399102,,0.0,,0.0,0.0134432099,,0.0009332346,,0.0006256999,,,6.4948e-06,,,0.0,0.0006324493,,0.0150220943,,0.0010387053,0.0274975337,12.1596368941,0.133106925,0.1366177016,0.0,,2.02533e-05,0.0,,0.002258825,,,,,,5.922e-07,5.07526e-05,,,,0.0,,1.96e-08,9e-10,0.0690342867,3.499e-07,0.0,,,,0.0,0.0,,,,1.08e-08,,,1.027e-07,0.0,,,0.0,,,0.0019797024,,,,,1.0941237459,,0.0094374123,,0.0,,,,,,0.2526278793,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.39e-08,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regice,1804169,10710,,,,,4.44e-08,,0.0005487696,0.0,5.13002e-05,,,,6.49221e-05,,,0.0,0.4717599363,0.0731452669,,,2.36155e-05,3.73536e-05,,,0.2314526835,,0.0,,0.1596456523,,0.0148839956,0.0037794246,0.0038323711,0.2106202162,,0.0029147691,1.71076e-05,1.247e-06,,,0.0,,9.57368e-05,0.0,,,,6.01875e-05,,,,,,,1.534e-07,5.446e-07,2.63154e-05,2.84425e-05,0.0,0.0,,,,0.0,0.0,,,,,,,0.0023213215,0.0,0.0,,,,,,,,,,7.87122e-05,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,3.3208e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0030182801,0.0,0.0003622092,0.0,1.1806e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaskhan,1804169,3025,,,,,0.0,,6.237e-07,0.0,0.0,,,,,,,,0.0055996747,0.0233844757,,,5.9575e-06,1.35127e-05,,0.0,0.0,,2.46e-08,,1.94496e-05,0.0,,,0.0,0.0010428298,,2e-10,,,,,,,5.979e-06,,,0.0149087406,,,,9.9014e-06,0.0,0.0,,,,0.0,0.0027573614,0.0009017758,,0.0,,0.0,,0.0,0.0,2.1474e-06,,,,,,0.0,,,1.64896e-05,,,,,,,,,,,,,,,,,,,,,0.0046556175,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.5191448796,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regirock,1804169,10398,2.21e-08,,,,0.011166619,,0.0001238774,2.219e-07,0.0005703059,0.0,0.0,,,,,1.942e-07,0.1453029353,5.15585e-05,,0.0,4.8331e-06,3.31458e-05,0.0,,0.0604124905,,2.7493e-06,0.0,0.0035539388,1.02281e-05,0.0008070312,0.0,0.022942847,0.4266006443,0.0,6.318e-07,0.0007746863,0.0001778579,,,,,3.40731e-05,0.0,,7.27e-08,0.0,0.0002545292,,,0.000314486,9.76e-08,,,0.0,0.0119058642,0.1112674411,1.0439e-06,0.000324088,0.0,,,1e-10,0.4382657677,,0.0002759088,,,,,,0.0080435399,,,,0.0012437158,,,,,,,,,0.0,,8.5e-09,,,,,5.4812e-06,0.0149308257,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,4e-09,,1.692e-07,,,,,,,,,,,,,,,,,,,,,,,,,4.30551e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slurpuff,1804169,21695,,0.0,0.0004075179,0.0014970303,,,0.3910200288,3.648e-07,0.0049575799,,,,0.0007032004,,,2.292e-05,4.43e-08,2.6857e-06,,,0.0,0.0223527326,,8.62e-08,0.0016579424,,0.0,,7.65e-08,9.215e-07,,,0.0002568769,0.0065464368,7.72e-08,0.0,1.3e-09,1.67076e-05,0.0026764931,,0.0,,0.0,,,,0.0001508911,1.8e-08,,0.0,,0.0,,,,0.567627368,0.0,0.0,7.0945e-06,0.0,1e-10,0.0,,2.48138e-05,1.5688e-06,,,,8.878e-07,,,0.0012442683,0.000168241,0.0,,,,,,0.0143900427,0.0,,,0.0,,0.0004163392,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,3.21417e-05,,,,,,,1.73e-08,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.1627e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,1804169,24166,,,,0.0,,,0.0069165952,,,0.0,,,,,,0.1393048626,2.52606e-05,6.484e-06,,,0.0,0.0,,,1.3409e-06,,0.0,,0.0081345886,,16.3958328599,,0.0,0.0014909751,0.0,0.0723059969,,,,,0.0,,4.50568e-05,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,8.45559e-05,,,,,,,,,,,,0.0133124535,,,,,,0.0,,,,,,,,,,,,5.02992e-05,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5183129572,0.0,0.9900042627,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1804169,222993,0.0003222662,,,0.0003765517,,,0.1449465621,0.0026624716,0.0019399569,0.0,0.0,3.73496e-05,0.0038066708,,1e-10,0.0,0.1121788922,4.205122571,0.0,,0.0974620269,0.0211560967,8.042e-07,0.0035187603,2.371e-07,,0.0002352202,,0.1268274129,2.51e-07,0.0039244781,5.78744e-05,0.0056036598,0.0304007331,0.0,0.0673269784,0.0,4.6853e-06,2e-10,,0.0,6.71e-08,0.0009929378,0.0,,0.0,1.63763e-05,,,4.9573e-06,3.9366e-06,1e-10,,,0.0,0.0006495698,152.7605320738,3.636e-07,1e-10,4.0486e-06,,0.0001409331,0.0,0.0,0.0003368302,8.5387e-06,0.0040030291,,,,,9.059e-07,,,,,0.0,,0.000309372,7.181e-07,,,0.0015147038,0.0,,9.893e-07,,,,,,,0.0001173138,,0.0,0.0033559311,,,,,0.0001977883,,1.4128e-06,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,1.2619046694,,0.0,2.90277e-05,,,,,,0.0,,0.0203693486,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,9.26e-08,4.255e-07,2.17213e-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1804169,57138,0.000775784,0.0,0.0,,,,0.1016197018,0.0,0.0050532978,,1.51304e-05,0.0014973823,1.79e-08,,0.0,0.0001673156,0.1834422733,3.6404751856,0.0,0.0,0.0099232165,0.002202116,0.0,0.0,0.0141711499,,3.66395e-05,2.59287e-05,0.0052252654,0.0,5.55523e-05,1.6017e-06,0.0359077745,0.7063074177,0.0224789582,0.0089864353,0.5113486574,5.5774e-06,0.0,0.0003500606,0.0,,0.0005977958,5.2162e-06,,,2.72e-08,0.2328239215,0.1926655196,0.0002769496,0.0,0.0001595371,0.0,0.0001846732,0.0007674879,0.0154638993,0.0363302031,0.0391743424,5.27548e-05,9.76934e-05,,0.0226680783,0.0,2.1183e-06,0.008672651,,,,0.0,,0.0,1.6e-09,,0.0,,,,,,0.0,,1.1861e-06,,,,0.065362997,,0.0,,,,,0.0,0.0001395118,,0.0228448229,1.50259e-05,,,,0.0001427789,,,,,0.0,,,,,,,,0.0,,,,0.0,,,0.0,6.523e-07,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0006639211,4e-10,,0.0,,,,,,0.1103609065,,,,,,,,,,,,,,,,,,,,,1.65379e-05,,0.004509697,,,,,,,,,,1.8978e-06,2.3314e-06,0.0,2.70518e-05,0.0,0.0,1.472e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,1804169,7368,,,,,,,0.0328229583,,4.98252e-05,,,,0.0,,,,0.0374554737,0.0205471129,,,1.45422e-05,0.0038441458,,,1.944e-07,,,,0.0,,0.0,0.0,5.83e-08,0.0035790396,,0.0027944013,0.0,0.0,7.9e-08,,,,2.8025e-06,,,,0.0,,,,0.0,0.0,,,0.0,0.389904521,1.3244638198,7e-10,0.0,,,,0.0,,1.30806e-05,,6e-10,,,,,0.0,,,,,,,1.42003e-05,0.0,,,,,,,,0.0,,,,,2.06335e-05,,0.0,0.0001092962,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,2.65e-08,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1804169,15660,1.97e-08,,0.0,,0.0,,0.0076547935,0.0,0.0,,4.06697e-05,0.00050018,2.23e-08,,,,0.1851700055,0.007178181,0.0,,0.0021894081,2.719e-07,,0.0,0.0,,0.0,,0.0,,0.008046021,0.0,1.447e-07,0.1747020617,,0.048923585,5.62325e-05,0.0050061885,,0.0,0.0,,0.0002279052,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.1372864381,5.6145e-06,0.0001627296,0.8473996319,,,0.0,0.022381929,4.2355e-06,,,,6.8e-09,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0012387808,,,4.98308e-05,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,1.035e-07,7.009e-07,,,,,0.0,,,4.1e-08,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,1804169,5103,0.0,0.0,0.0,,,,0.3058937857,0.0,,,1.2234e-06,,1e-10,,,,0.0,0.1352993544,,0.0,0.0,4.5265e-05,,4.87913e-05,0.0,,,,0.8931529911,0.0,0.3580107832,0.0,2.13486e-05,0.1182674167,1.54644e-05,0.0,0.0,0.0,,0.0241957927,,,0.0041606723,,,,0.0001069274,,,0.44647538,,0.0,,,1e-10,0.0025419977,2.49e-08,,,,,0.0,,,0.0060338335,0.0,0.0017580577,,,,,1.0947988775,0.0,,,,,,8.87877e-05,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.339e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1804169,24368,0.0,2.65909e-05,0.0063180231,,0.0,,2.708e-07,0.0,0.000285379,,,0.0,5.5594e-06,,0.0,,0.0084475637,2.93828e-05,,0.0,1.5059e-06,5.47681e-05,,,2.26979e-05,,,7e-10,0.0021426159,,5.36151e-05,,0.4200912431,6.6485491289,8.8599306047,1.4266693157,0.0,0.0,,0.0,0.0,,9.01222e-05,,,,0.0,0.0131841235,1e-10,0.0116246551,,,,0.0,0.0,0.002035173,4.25039e-05,7.62995e-05,0.0007837071,0.0001423421,,0.0,1.16e-08,0.0,2.34e-08,,,,,,0.0,0.0,0.0,0.0,,2.14e-08,,,0.0023955766,,,,,0.5575834078,,2.8075e-06,,1.48599e-05,,,,,,0.64952226,,,0.0078198532,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0060201999,,,,,,,,2.658e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1804169,20558,2.5512e-05,,0.0,,,,0.0258104544,,,,,,0.0,,,0.0016697041,0.0069827983,0.2884842873,,,0.0184681794,1.865e-07,,0.0,0.0,,0.0005588065,4.391e-07,0.1274603601,0.0,0.2886041924,0.0,2.15e-07,0.043341147,,2.9809398213,,0.0211917868,,,7.5e-09,,4.11984e-05,0.0,,,,,,,0.0001248981,0.0,,0.0,0.1565824028,0.0,3.556e-07,,0.0,6.1689e-06,2.21e-08,0.0,0.0,,0.0165597789,,,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,3.29e-08,,,,,,,1.046e-07,,,,,,,,,,,,,0.0,,,1.298e-07,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0005733667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,1804169,64575,,5.92e-08,,,3.82423e-05,,1.0546e-05,0.0,0.0,,,0.0,,,,,2e-10,0.0,,,0.0,3.40707e-05,,,,,0.0,,0.0014489678,0.0,4.9265e-06,,0.0002173443,0.0021274709,0.0,0.002436662,,0.0,0.0,0.0,,0.0,0.000123202,,,0.0,83.1343174809,,,,,,,,1e-10,0.0,3.3564e-06,0.0,,,,,,,,,,,0.0,,,1.18e-07,0.0,,,0.0,,,6.37272e-05,,,0.0002667836,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1804169,171560,0.2637325729,4.348e-05,0.0220742537,0.0001487032,0.0,0.0,5.43584858,0.0013612648,0.0018556752,0.0010482847,0.0011171827,,0.0006923939,,,0.3707415311,0.025465895,120.7420324375,0.0,,0.375533532,0.0759792669,1.02207e-05,0.0,4.9729541273,0.0,3.82538e-05,0.0,0.8258962743,0.0010794164,0.2161379906,0.0091445888,0.0010399603,3.0257026346,3.2367e-06,0.0132842894,0.0005009456,0.0217580673,0.0,,0.0,0.000941586,0.0281609837,1.51e-08,,0.0,1.12e-08,0.0010610207,,0.0,2e-10,0.1899368074,,,1.9386e-06,0.0597043757,0.1680430166,0.0618816737,0.0008287893,5.58e-07,0.0,0.0,0.3831532554,0.0629390655,5.4303e-05,0.0,,,0.0,,0.0,0.0002195653,0.0083050086,,,1.779e-07,4e-08,,,0.0,,,,,0.0,0.0033479588,,,,,0.0,0.0011904067,0.0024013328,,,0.0946408848,,0.0,3.6e-09,,0.0008685503,,,,,,,0.0,0.0102035805,,0.0012812315,,1.75e-07,4.85571e-05,0.0,,0.1485722661,0.0,,0.0,,,0.0006586071,,,0.0,0.2451800919,,0.0,,,,,5.706e-06,,,1.13e-08,,4.084124683,,0.0,,,,,,0.0,,,,1e-10,6.248e-07,,,,,,,0.0,,,,,0.0,,2.78e-08,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1804169,42234,0.0,,,,0.0198521539,,0.0367402889,2.485e-07,9e-10,0.0,,0.0003049411,0.0,,,0.0,5.938323078,21.7467942425,,,2.19841e-05,0.0011398332,,0.0,0.0009584352,,0.0,0.0,0.0726863694,0.0,0.0,0.0012479338,3e-10,7.9348615008,,2.5245192191,0.0,0.0,,,,,1.87061e-05,0.0,,4.1207060322,0.0,0.0,0.0,,0.1898914575,0.0,,,0.4317375298,1.7238169463,13.7997940071,0.0565070863,0.0,0.0,,,0.0001846245,0.0,0.0004544974,1.6e-09,,,0.0,,6.39e-08,0.0,0.0037559691,,,,,,,0.0,,,0.0,,3.394e-07,,,,,,,,0.0,,,0.0021075544,,,,,0.0,,,,,,,,0.0,,,,,1.308e-07,0.0,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0021737771,2.84e-08,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0374147339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
