pokemon,number_of_battles,Raw count,Items_petayaberry,Items_chopleberry,Items_scopelens,Items_mentalherb,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_figyberry,Items_nothing,Items_blukberry,Items_brightpowder,Items_razorclaw,Items_toxicorb,Items_dragonfang,Items_wikiberry,Items_spelltag,Items_chestoberry,Items_electricseed,Items_airballoon,Items_focusband,Items_flameorb,Items_lifeorb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_ironball,Items_weaknesspolicy,Items_kingsrock,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_focussash,Items_assaultvest,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_leppaberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_twistedspoon,Items_roomservice,Items_blunderpolicy,Items_fullincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_cellbattery,Items_throatspray,Items_adrenalineorb,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_blacksludge,Items_oranberry,Items_blackbelt,Items_colburberry,Items_flyingmemory,Items_apicotberry,Items_shedshell,Items_grassyseed,Items_sharpbeak,Items_chartiberry,Items_blackglasses,Items_stickybarb,Items_muscleband,Items_ganlonberry,Items_rockincense,Items_ejectpack,Items_heatrock,Items_leek,Items_heavyball,Items_persimberry,Items_mistyseed,Items_redcard,Items_berryjuice,Items_metalcoat,Items_whiteherb,Items_marangaberry,Items_liechiberry,Items_safetygoggles,Items_starfberry,Items_roseliberry,Items_shellbell,Items_shucaberry,Items_lightclay,Items_terrainextender,Items_kasibberry,Items_icyrock,Items_machobrace,Items_mysticwater,Items_powerlens,Items_steelmemory,Items_zoomlens,Items_smoothrock,Items_occaberry,Items_laxincense,Items_silverpowder,Items_burndrive,Items_ultraball,Items_firestone,Items_passhoberry,Items_firememory,Items_luminousmoss,Items_cheriberry,Items_shockdrive,Items_bigroot,Items_charcoal,Items_bottlecap,Items_deepseatooth,Items_bugmemory,Items_pechaberry,Items_miracleseed,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_masterball,Items_poisonbarb,Items_jabocaberry,Items_waveincense,Items_protectivepads,Items_gripclaw,Items_energypowder,Items_lightball,Items_electricmemory,Items_oddincense,Items_floatstone,Items_yacheberry,Items_payapaberry,Items_poisonmemory,Items_pixieplate,Items_tangaberry,Items_chippedpot,Items_dragonmemory,Items_hardstone,Items_groundmemory,Items_fightingmemory,Items_leafstone,Items_rowapberry,Items_rawstberry,Items_powerbracer,Items_deepseascale,Items_softsand,Items_tr95,Items_nevermeltice,Items_icestone,Items_babiriberry,Items_bindingband,Items_seaincense,Items_fastball,Items_snowball,Items_habanberry,Items_kebiaberry,Items_ghostmemory,Items_pokeball,Items_fairymemory,Items_tr09,Items_powerweight,Items_micleberry,Items_roseincense,Items_waterstone,Items_ovalstone,Items_poweranklet,Items_tr93,Items_crackedpot,Items_prismscale,Items_psychicmemory,Items_ribbonsweet,Items_powerband,Items_healball,Items_protector,Items_tr81,Items_levelball,Items_goldbottlecap,Items_whippeddream,Items_darkmemory,Items_upgrade,Items_dragonscale,Items_rarebone,Items_tr98,Items_greatball,Items_rindoberry,Items_tr38,Items_lustrousorb,Items_rockmemory,Items_souldew,Items_rustedsword,Items_tartapple,Items_powerbelt,Items_aspearberry,Items_tr51,Items_tamatoberry,Items_grassmemory,Items_adamantorb,Items_tr65,Items_watermemory,Items_quickball,Items_quickpowder,Items_metalpowder,Items_duskball,Items_thickclub,Items_chilanberry,Items_grepaberry,Items_tr67,Items_fossilizedbird,Items_tr00,Items_tr15,Items_tr66,Items_cloversweet,Items_thunderstone,Items_sachet,Items_tr43,Items_icememory,Items_rustedshield,Items_tr62,Items_repeatball,Items_electirizer,Items_dreamball,Items_starsweet,Items_cherishball,Items_lovesweet,Items_fossilizedfish,Items_tr11,Items_tr17,Items_tr22,Items_tr57,Items_tr03,Items_tr36,Items_tr44,Items_premierball,Items_shinystone,Items_berrysweet,Items_flowersweet,Items_luxuryball,Items_parkball,Items_moonstone,Items_safariball,Items_qualotberry,Items_timerball,Items_tr20,Items_tr06,Items_galaricacuff,Items_sweetapple,Items_destinyknot,Items_dousedrive,Items_tr24,Items_fossilizeddrake,Items_tr28,Items_griseousorb,Items_magmarizer,Items_diveball,Items_tr85,Items_sportball,Items_tr71,Items_tr69,Items_dawnstone,Items_sunstone,Items_tr47,Items_kelpsyberry,Items_tr91,Items_tr31,Items_tr29,Items_tr89,Items_tr60,Items_pomegberry,Items_nestball,Items_tr53,Items_pinapberry,Items_tr94,Items_moonball,Items_netball,Items_tr46,Items_chilldrive,Items_duskstone,Items_reapercloth,Items_hondewberry,Items_loveball
Archeops,1345731,7376,,,3.0762e-06,0.0,0.0108166993,0.0,,0.0250223393,0.0013980162,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0039456872,1.556e-07,4.07785e-05,,0.0,2.20112e-05,4.1968e-06,0.0016944446,,0.0001194217,0.762186055,0.0,1.3e-09,0.0006950267,0.0246321559,0.0,,1.8847e-06,0.1032930875,0.0,,,5.43e-08,0.0,,1.654e-07,,,,0.0,0.0,,,0.0332029811,,1.04129e-05,0.0001346113,,,,3.7349e-06,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,3.2341e-06,,,,,,,,0.0022905875,,1.02779e-05,,1.9741e-06,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,1345731,36343,,0.0034355522,0.0,0.0,0.0059547032,1.67635e-05,,0.0334498838,0.0004091722,,0.0003990828,0.0,0.0053863869,,0.0010673118,,3.686003333,,4e-10,0.0,7.02621e-05,0.0051400278,0.0001520829,0.0780133972,,1.48267e-05,0.0,0.0001202737,0.0063484149,0.000197426,0.0034428433,1.2826e-06,0.0,,10.190829256,5.7597e-06,0.0007647207,,0.0,5.3329e-06,0.162663112,,2.8979e-06,2.69e-08,,0.0005577087,,,0.0,,0.0,0.0001149468,,,0.2880101854,0.2139598935,0.0259704322,,,7.0772e-06,6.5814786545,0.0027945309,0.32688917,,,0.0,1.402e-07,1e-10,,,0.0,,6.4e-09,,,,,0.0005782622,0.0,,,0.0010105884,,,,0.0,3.9933e-06,0.0,,0.0,4.801e-07,5.53e-08,0.0,0.0,,0.0004176861,,,,,,,,,,0.0,,,,,,,,,,,,,,1.36932e-05,,,,,,,,,0.0,,,,0.0,1.1652e-06,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,6e-10,0.0,2.7774e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,1345731,7352,,,,0.6678614478,0.0481095936,0.0023895111,,1.122e-07,4.49286e-05,,0.0,,0.0004160531,,0.0,,7.78348e-05,,,,,1.33731e-05,0.0,0.0003535949,0.0,0.0,0.0,,0.0007528148,0.0002371518,1.613e-07,,2.4902e-06,,0.2852422957,0.0003500884,,0.0,,0.0190997356,0.0003453341,,,,,,0.0,3.7705e-06,,,0.0,,,,4.776e-07,0.0,0.0,,,,,0.0,,,,,,3.23e-08,0.0164498218,,,,,,,,,,,,,1.3e-09,,,,,0.2252056588,0.0,,0.0,,,1.09672e-05,,,,,0.0460557233,,2.64418e-05,,,,,,,,,,,,,,,,,,,0.0002701134,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,1345731,6736,,,,0.0,0.0007738076,,,0.0,0.0002295516,,,,,,0.0,,,,,,0.0,0.001284348,0.0001391829,0.0,,,9.78586e-05,0.0,0.0019299078,,0.0037227974,,0.268445264,,0.0001198792,0.011906969,,,0.0,0.0304033761,0.0017125873,,,,,,,0.0001597567,,,,9e-10,,,3.14e-08,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.3768156757,,,0.2044158732,,,,,0.0,,0.0002683855,,,,,,,,,,,,,,,,,,,,,,1.969e-07,,,,,,2.87e-07,,,,,,,,,,,,,,,,,,,,,0.0004505816,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1345731,84409,,,0.0261555071,,8.505e-07,3.5293e-06,0.0021689702,4.324e-07,0.0020707582,,0.0,3.58e-07,1.8502e-06,,,,0.0,,,2.1769e-06,3.5506e-06,3.5074251559,0.012966753,0.0003130875,1.96e-08,,4.3e-08,0.0002433611,5.95e-08,2.40285e-05,0.0010978433,,3.34e-08,,0.0608928219,0.0788516221,0.0,0.0,,0.0599618043,0.0012290996,,,0.0,,,,,1.5e-09,,,,,,70.1349395269,,1.8354e-06,0.0003490472,,,,5e-10,,0.0,0.0,,,,,,,,,,,,0.0,0.0005009686,,,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,,,,0.0540777547,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.4857362557,0.3196748551,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.4341e-06,0.0,2.20204e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1345731,44082,,,0.0085820115,0.0123418794,0.2190215547,0.0001721161,,4.1348e-06,0.0001933281,,0.0102140555,1.24805e-05,7.1552e-05,,0.0002658646,0.0051924552,6.98e-08,0.0,0.005620527,0.0,9.93e-08,4.2284046303,0.078620276,0.0301366467,3.3713e-05,0.0760441365,0.0010161101,0.4970876843,0.0034225341,,0.0193353014,1.3e-09,2.3925e-06,9.7499e-06,0.0930283104,0.0174538572,1.48999e-05,0.0,,0.02050165,0.0952461313,,,1.40759e-05,0.0551250118,,0.0011026685,1.9e-09,0.0005782633,,0.0283823818,9e-10,0.0,0.0,0.0113100366,0.0011264254,0.0005083208,0.0,,0.0,0.0010522485,0.011766814,,,,5.6765e-06,0.0,1.0092e-06,0.0,,0.0007308762,,0.0,,,0.0,0.0002377997,0.0017735465,,,,,0.0,,,0.0,0.3779545251,1e-10,,3.87e-08,2.8e-09,0.0,0.0,,0.0,9e-10,,,,1.23931e-05,,4e-10,,,,0.0,,,0.0,,,,,,,,,,0.0002772653,,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,0.0,,,,,4.6102e-06,,,,,,,,,0.0,,,,,,,0.0003219627,,,,,,2.29167e-05,0.0,0.0,4.0594e-06,0.0,0.001294768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurantis,1345731,7837,,,0.0003551813,,0.0001544519,,,0.0,2.78362e-05,,0.0,5.528e-07,,,0.0,,0.0441517424,,,0.0,1e-10,0.0104211804,0.0004275319,0.0009651888,,0.0,0.0,5.8e-08,1.053e-07,,0.0147975132,0.0002726502,1.78391e-05,,0.2360661629,0.1844925041,0.0011093074,,0.0,0.0061445146,0.4305355877,0.0,,0.0,,0.0,,0.0,0.0,,0.0021220616,,,,0.0002905588,0.0,0.0,,2e-10,0.0,0.0,1e-09,,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,2.22e-08,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,0.0,3e-10,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1345731,11481,,,0.001945241,0.0,0.0002957678,2.363e-07,,0.0002496271,6.1746e-06,,,0.0,0.0,,0.0,,0.0,,0.0,3.1604e-06,0.0698183235,0.0005131527,0.0004088391,7e-09,,0.0,1.4378e-06,0.0,0.0,,3.70779e-05,3.966e-07,0.5558151008,,0.0973308898,0.0708187561,5.26e-06,,1.977e-07,0.0918895384,0.1356745905,0.0,,7.77152e-05,,0.0,,0.0,3.54843e-05,,,0.0,,,0.4962950452,4.30566e-05,0.0,,1.00763e-05,,9.3271e-06,1.8764e-06,,,,,,2.00494e-05,,,,,,,,,,0.000240046,,,,,,,,,0.0,,,1e-08,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,8.2e-09,0.0,,,,,,,,0.0,,,,,0.0048364951,,,,,,,,0.0,,,,,,,,,,,9.8001e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalossal,1345731,5368,,,0.0,0.0,0.0003446041,,,0.0,8.846e-07,,0.0,0.0,,,1e-10,,0.0,,0.0010605484,0.0,0.0,9.5963e-06,7.3456e-06,8.2332e-06,0.0,,0.0426649208,0.0,,,0.8859093993,0.0023214539,0.0086029653,0.0,0.0924762799,1e-10,4.0297e-06,,,0.0054628795,0.031068836,,,0.0,,,,,,,,,,,0.0017064135,,,,,,,0.0,0.071706475,,,,,0.0,,,,,,,,,,4.29009e-05,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,1.95e-08,,,,,,,,,0.0,5.66235e-05,,,,,,,0.0058971364,0.0,0.0,,,,3.38842e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3.275e-07,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,1345731,4253,,,,0.0004711467,0.000838114,,,,0.0009293209,,,,,,,,4.45008e-05,0.0,,,,0.0828662016,0.0008338561,0.0,,,7.435e-07,,0.0,0.0956703497,0.4327582312,,0.0498023687,1.447e-07,0.0003316099,1e-10,,0.0,,6.6933e-06,0.0,,,,,,,0.0047152449,,,0.0,7.02e-08,,,0.0046339309,,0.0,0.0,,0.0,,1.80005e-05,,0.0003215246,6.0213e-06,,,,,,,,0.0,2e-10,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,5.22192e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327066913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1345731,16003,0.0,,0.0,11.6207174282,7.997481469,3.47562e-05,,6.21253e-05,0.0030492861,,0.0,7.3019e-06,1.547e-07,,2.355e-07,,2.30713e-05,0.0,,,0.0435016078,0.0105138833,2.7141e-06,0.0032519375,,,0.0016776653,,0.0004778843,0.0030527335,0.00035732,,0.0022706566,,5.0762653972,17.6312901651,0.0,0.0,,0.0014837516,0.0017486856,,,0.0,0.0042970031,,0.0007438051,0.0028304271,,0.0,0.0,,,,2.011e-07,2e-10,0.0,,,,0.0,0.0,,,,0.0,,,1.1657496723,,,,0.0344102991,,,,0.1389391159,,0.0393230389,,,0.0002790429,,,,,7.38567e-05,,,0.0,,,0.0,,,,,0.0093815409,,0.0499619625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.89e-08,0.0386942452,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0002455596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1345731,15000,5.0598e-06,,0.0,,9.05e-08,5.588e-07,,,0.0059345659,0.0,,,,,0.0,,0.0,4e-10,0.002368197,0.0,0.0,1.6461604161,0.0014435402,3.0719e-06,,1.62385e-05,0.0016469915,,0.0072526414,,0.0794103222,0.0,0.2611961326,0.0,0.0027583366,2.7966754761,2.81659e-05,,6.11712e-05,0.0149402329,0.0059309037,,0.0,0.0,,,,0.0,0.0,,0.0028398206,0.2986715561,,0.0302879788,0.0,,1.802e-07,,0.0,0.0,,0.0001124257,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.08432e-05,,,,,,0.0038082404,,,2.684e-07,0.0001224886,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.194e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1871e-06,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,1345731,98380,0.0,,0.0113980615,0.4522190553,13.8715238939,0.0003584133,,0.0006607339,0.0001230102,,0.0185289274,0.0,0.0169478497,,8.6981e-06,,0.0357191898,9.466e-07,1.55204e-05,0.0,2.02613e-05,1.0655251441,0.8190218984,0.2743780812,,6e-10,119.021115965,0.0006196787,0.028299841,0.0098142365,4.3936141206,0.0056737165,0.6513949635,1.2576922508,172.8088100571,1.0039613228,0.0028863938,0.0003228779,4.22801e-05,32.4766327617,0.0218540104,0.0,,0.0002851551,,2.5418e-06,0.0007528171,0.0336499953,0.0004676516,0.0207794872,0.0,0.0025023772,2.8122e-06,0.0,0.0043403703,0.0809678029,0.0271226133,,0.0103756546,7e-10,0.1285358998,2.0347e-05,0.0007875537,,0.0010822628,0.022409855,0.0,2.38e-08,3.7568193472,,,,8.17e-08,3e-10,,4.093e-07,0.0,0.0008714563,0.0,,0.0694912216,0.0003678367,,,,3.8893e-05,50.9284192334,3.966e-07,0.0,0.0029846415,,0.0,1.456e-07,0.0,,0.0,,0.2162125727,0.0041973394,0.0175180252,0.0015124794,0.0,0.0,,,4.8901e-05,0.0017453092,0.0,0.0,,,,,,,,0.0001263446,,0.0003153108,,,,,0.0,,,0.0,,0.0,,,,0.1939518891,0.0092230929,0.0,0.0,,2.3945e-06,,,,,0.0,0.0,,,0.0,,,,,5.24086e-05,,0.0,,,0.0420327735,,,0.0001432162,,,,0.0,,,2.24304e-05,,,,,,,,0.0,,2e-10,0.0,0.0,2.2884e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1345731,151216,0.0,4.38425e-05,0.0041729459,4.4299e-06,0.0079638786,0.0002987018,0.0,0.0025620846,0.0109280074,,3.7725e-06,6.58033e-05,0.0001456692,,0.0011428167,,0.0017113522,9.64914e-05,0.7138928887,1e-10,0.000458037,75.195671602,0.8129175074,0.2521453784,3.117e-05,,0.653173449,3.47996e-05,0.0668234129,,16.2676226081,0.0102307973,0.5199328308,0.0776516128,1.8398515973,0.0528826329,0.0007775786,,0.0,4.1047693998,0.0227720856,,,0.0006636426,0.0,,4.8e-09,,3.3804258837,,,0.001459864,0.0,9.99388e-05,2.4508840084,0.0485952365,0.000192837,,0.0,2.583e-07,0.0,5.36101e-05,1.2e-09,,0.0001747449,2.758e-07,0.0,0.0045186883,0.0,,,,0.004424028,0.0,0.0,6.76e-08,,1.063183711,,3.9945e-06,0.29284681,0.0,,,,3.23757e-05,0.0002415708,0.0,0.0,0.0008909832,,0.0367791754,0.001736705,0.0086990793,,1.30923e-05,0.0540169254,0.0,,,,0.0,,,,0.0008711423,,0.0,0.0,,,,5.58482e-05,0.038832464,2.93524e-05,,0.0,,,0.12330951,,,,0.0,,0.0,5.18485e-05,0.0707064013,0.0,0.0,,,0.6632199681,0.0,,,,,,1.72883e-05,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,2e-09,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1345731,17857,,0.0,,,3.39721e-05,,,0.0,0.0001445171,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,6.3995994327,0.154944247,1.32632e-05,,5e-10,1.29544e-05,0.0,0.4227148503,6.1724e-06,0.0115194305,1.0019e-06,3.08855e-05,0.0,0.1079365355,3.059163558,,,,0.0702095454,0.0482856408,,0.0928151358,,,,,,0.0014708497,,,2.42e-08,,,7.3841599202,0.0074033043,1.5e-09,,,3.9504579801,0.0,0.0013317663,1.2798e-06,,,,,,,,0.0,,,,,,,1.48838e-05,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0667617835,,,,,,,1.4545e-06,,,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,1345731,16602,,,,5.35686e-05,26.5758637515,0.0,,,0.0004922467,,0.0,,0.0,,6.21911e-05,,0.0,,0.0018779929,,,0.0004598237,2.293e-06,9.8e-09,,0.0,0.0,0.0,0.0,0.0,0.0670415022,,0.010666582,3.50504e-05,0.0632063803,0.0008525689,2.65382e-05,,0.0,0.0033872445,0.0817820837,,0.0,,,,,0.0,,,0.0,0.0,,,1.8394e-06,0.0,1.06825e-05,,,,1.10202e-05,,0.0,,,11.5781358637,,0.0002369471,,,,0.0,,,,0.0,,0.0,,,,,,,,5e-10,0.0,,,,,,,,,,,,0.0014039951,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,1.5636e-06,,,,,,,,,,,,,1.00814e-05,,,,,,,,,,0.0,,,,,,9.505e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Articuno-Galar,1345731,8515,0.0,,0.0001706213,0.0,0.0,0.0,,0.0,2.6935e-06,,,6.2127e-06,,,8.01675e-05,,,1.326e-06,,,1.9e-09,0.0482339203,0.0018641477,0.0004307896,0.0,1.99293e-05,0.053125441,3.2e-08,3.0351e-06,,0.1806234032,0.0001973639,0.7654509028,0.0,0.0409758753,0.0209645021,0.0,,3.43236e-05,0.015665032,0.0012470009,,,0.0,0.0003647517,,,0.0,,0.0,0.0,8.32042e-05,,,0.0172641488,0.006976878,1.05521e-05,2.391e-07,5.02e-08,0.074956566,,0.0006443433,,,0.0,,0.0,0.0,0.0,,,,0.0117328348,0.0,0.0,,,,,,,,,,,0.0,0.0,,,1.56921e-05,,,,0.0,,0.0,,0.0192958046,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absol,1345731,6135,,1.323e-06,0.4583850168,0.0,1.3099e-06,2.653e-07,,0.0,1.34276e-05,,0.0,0.2739438528,,,1e-10,,0.0,,,,,0.0247369137,0.000497155,1.77176e-05,0.0,,9e-10,,4.199e-07,,6e-09,,0.0,2.56e-08,0.0006866126,0.0431616011,0.0,,,0.0034389338,1.394e-07,,,4.6e-09,0.0,,,,,,0.0,,,,0.0207058312,3.22899e-05,0.0,,0.0,0.0,,0.001806925,,,,,,3.676e-07,,,,0.0,,,,0.0013439595,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.13e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
