pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_petayaberry,Items_mentalherb,Items_zoomlens,Items_rockyhelmet,Items_lightclay,Items_figyberry,Items_nothing,Items_lumberry,Items_razorclaw,Items_blacksludge,Items_wikiberry,Items_spelltag,Items_nevermeltice,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_stickybarb,Items_apicotberry,Items_chopleberry,Items_aguavberry,Items_adrenalineorb,Items_magoberry,Items_heatrock,Items_choiceband,Items_kingsrock,Items_ironball,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_flameorb,Items_wiseglasses,Items_focussash,Items_focusband,Items_silkscarf,Items_eviolite,Items_whiteherb,Items_ringtarget,Items_pokeball,Items_metronome,Items_liechiberry,Items_iapapaberry,Items_blunderpolicy,Items_bugmemory,Items_magnet,Items_sitrusberry,Items_weaknesspolicy,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_metalcoat,Items_psychicseed,Items_crackedpot,Items_toxicorb,Items_chestoberry,Items_protectivepads,Items_rockincense,Items_blackglasses,Items_muscleband,Items_roseliberry,Items_ejectpack,Items_whippeddream,Items_sharpbeak,Items_heavyball,Items_berryjuice,Items_keeberry,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_rockmemory,Items_cheriberry,Items_machobrace,Items_charcoal,Items_shucaberry,Items_oranberry,Items_colburberry,Items_electricseed,Items_terrainextender,Items_kasibberry,Items_electricmemory,Items_oddincense,Items_cellbattery,Items_enigmaberry,Items_steelmemory,Items_smoothrock,Items_fullincense,Items_occaberry,Items_custapberry,Items_silverpowder,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_absorbbulb,Items_shedshell,Items_starfberry,Items_firememory,Items_laxincense,Items_protector,Items_poisonbarb,Items_bindingband,Items_bigroot,Items_gripclaw,Items_pechaberry,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_blackbelt,Items_mistyseed,Items_mysticwater,Items_floatstone,Items_pixieplate,Items_lightball,Items_waveincense,Items_electirizer,Items_masterball,Items_yacheberry,Items_rawstberry,Items_poweranklet,Items_pinapberry,Items_payapaberry,Items_micleberry,Items_dragonfang,Items_persimberry,Items_flyingmemory,Items_icyrock,Items_safariball,Items_burndrive,Items_fightingmemory,Items_sachet,Items_darkmemory,Items_snowball,Items_jabocaberry,Items_leppaberry,Items_babiriberry,Items_icememory,Items_rindoberry,Items_seaincense,Items_lustrousorb,Items_ghostmemory,Items_reapercloth,Items_fairymemory,Items_ultraball,Items_rowapberry,Items_powerweight,Items_grassmemory,Items_tr62,Items_waterstone,Items_chilanberry,Items_luminousmoss,Items_chippedpot,Items_tangaberry,Items_leafstone,Items_tr15,Items_powerband,Items_kelpsyberry,Items_energypowder,Items_healball,Items_moonstone,Items_dragonmemory,Items_blukberry,Items_watermemory,Items_fastball,Items_beastball,Items_leek,Items_powerbracer,Items_habanberry,Items_ovalstone,Items_softsand,Items_poisonmemory,Items_psychicmemory,Items_prismscale,Items_dawnstone,Items_dragonscale,Items_fossilizedbird,Items_dreamball,Items_repeatball,Items_greatball,Items_deepseascale,Items_sweetapple,Items_groundmemory,Items_tr38,Items_tr30,Items_adamantorb,Items_premierball,Items_tr71,Items_destinyknot,Items_tartapple,Items_galaricacuff,Items_tr98,Items_kebiaberry,Items_upgrade,Items_hondewberry,Items_roseincense,Items_luxuryball,Items_tr65,Items_tr10,Items_flowersweet,Items_quickpowder,Items_metalpowder,Items_loveball,Items_tr49,Items_thickclub,Items_rarebone,Items_tr36,Items_rustedsword,Items_souldew,Items_tr67,Items_icestone,Items_sunstone,Items_tr33,Items_grepaberry,Items_rustedshield,Items_shockdrive,Items_netball,Items_lureball,Items_quickball,Items_tr02,Items_berrysweet,Items_tr50,Items_diveball,Items_thunderstone,Items_tr03,Items_deepseatooth,Items_tr88,Items_duskstone,Items_aspearberry,Items_moonball,Items_cloversweet,Items_tr93,Items_goldbottlecap,Items_tr11,Items_tr64,Items_tr06,Items_tr40,Items_timerball,Items_tr28,Items_friendball,Items_griseousorb,Items_tr58,Items_shinystone,Items_fossilizeddino,Items_nestball,Items_tr68,Items_qualotberry,Items_tr00,Items_chilldrive,Items_lovesweet,Items_tamatoberry,Items_dousedrive,Items_powerbelt,Items_tr20,Items_tr66,Items_tr87,Items_ribbonsweet,Items_parkball,Items_tr97,Items_sportball,Items_starsweet,Items_tr43,Items_tr39,Items_fossilizeddrake,Items_bottlecap,Items_tr44,Items_duskball,Items_tr04,Items_cherishball,Items_tr05,Items_tr18,Items_tr53,Items_tr60,Items_tr47,Items_tr99,Items_tr08
Vanilluxe,1398223,7689,,,1.117e-07,0.0,,3.031e-06,0.0345917011,0.0,9.87701e-05,,,,,,0.0052436723,0.0,,6.93e-07,3.955e-07,0.000387857,,,1.1297e-06,0.0003879925,,,,0.0,0.0,,,0.0132697035,,0.459619299,,0.0014789565,0.2125259339,,1e-10,,,0.0018578131,0.0,,0.0,,,,,,0.0,,,,7e-10,0.0001490322,,,,0.0,,,2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1.227e-07,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2965522839,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1398223,93948,1.7647e-06,,,,,2.64e-08,,0.0,3.23143e-05,0.0,5e-10,,5.13916e-05,,,,0.0,0.053686531,0.0158922757,32.2513705949,,,,0.0008448854,0.0,,,101.0233216751,0.0002667531,,8.74444e-05,1.5212411977,0.0,2.179e-07,0.0,0.0077064416,0.0309335255,,0.0,0.0002326317,0.0,0.0197703088,0.0,,0.0,0.0,,,2.3e-09,5e-10,2.16798e-05,0.0,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,,4.7627e-06,1e-09,8.6897e-06,,,0.0342517792,,0.0,,,,0.0,,,1.1135e-06,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.1686096329,,,,0.0095984393,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0001595498,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1398223,47507,0.0296001535,2.80378e-05,,0.029927212,,0.0320300595,0.0,0.0019394529,0.0199804266,0.0119671764,0.0,0.0,7.5294e-05,0.0311086873,,0.0,0.0,0.0052409693,0.0654300906,16.7878780178,3.8338e-06,0.0,,0.057546409,9.6779e-06,0.0,,0.0006917059,0.0002335635,3.27e-08,,0.0043336357,7.4858e-06,0.0009663076,3.651e-07,0.0552709741,0.0669399643,0.6938489351,0.0006239858,2.17e-07,0.0001972395,0.0439712303,0.0,,0.0,2.018e-07,8.27685e-05,,4.7704e-06,0.0025506797,0.0011054506,5.0933e-05,,,0.0148263887,0.1610017599,0.0009667191,1.9e-09,,0.0,0.0010805418,,0.0615194264,,,,0.0,,2.112e-07,0.0002451411,0.0277084188,,0.0,0.0309512313,,0.0003980513,,,,1.4844e-06,0.1235290554,2.68e-08,2.76569e-05,,,,,,,0.0,,0.0,,3.3777e-06,,,1.1563e-06,,,,8.76723e-05,0.0,0.0462111098,,,,,,,0.0,,0.0,,0.0,,8.6e-08,0.0,3.385e-07,0.0,,0.0,,,,6e-10,,,,0.0011312932,0.0,,,0.0,,0.0105500439,,,,,,,,,,,,,,,0.0,0.0,0.0006865911,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,1398223,7895,0.0,,,,2.9e-09,0.0,,0.1640041819,1.981e-07,0.0004044861,,,0.0,,,,0.0,0.2252707638,5.29159e-05,0.014004927,,,,3.57243e-05,0.0,0.0,,0.3326675136,,,2.082e-07,0.0,,0.0,0.0,0.0110525699,0.0002970484,0.0,1.8749e-06,,,0.0005632659,9e-10,,0.0,,,,,0.0,1.64e-08,0.0,,,0.5754532841,1.9896e-06,,,,0.0,0.0,,0.0675442141,,0.0012147583,,0.0,,,4.17e-08,,,,2.157e-06,,,,,,0.0,,,9e-10,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,7.8866e-06,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1398223,12211,0.0014800389,,,9.9465e-05,0.0,0.0017532359,,0.0,0.0003121676,0.0057815057,2.2842e-06,0.0,0.0,,,,,0.3720333751,2.1768e-05,0.0010310538,,,,6.58221e-05,0.0001199131,0.0,0.0,0.0213688476,0.0,0.0,,0.0023344896,0.0,0.1840439083,,0.0327457428,0.131203678,0.0,1.43254e-05,0.154973619,0.0,0.0044499127,0.0,,7.6e-09,1.58e-08,,,0.0003166641,,0.0,0.0,,0.0,0.0,8.63e-08,,,0.0,0.0,0.0019911588,,0.0002198389,,,,,,8.3518e-06,0.0,,,0.0,2.07389e-05,0.0,,,,0.0,1.6192e-06,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,6.631e-07,,8e-10,,,,,,,0.0,0.0,0.0011219996,,,,,0.0,,,,,0.0541746251,,,,,,,,,,,2.89e-08,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,1398223,3967,,0.0,,4.1226e-05,,0.0,,,0.0024514374,7.1e-09,0.0,,0.0,,,0.0,,2e-10,6.2432e-06,0.6562442465,0.0,,,1.17665e-05,2.14e-08,0.0,,6.333e-07,0.0,,0.0,0.4310010168,0.0,0.0112599169,0.0,0.0680045631,0.0,0.0,,,,0.0539469125,,,3e-10,0.0006076513,,,,0.0,0.0,0.0,,,6.5389e-06,6.3951e-05,,,,0.0,,,0.0002830459,,0.0,,0.0,,,0.0,,,,0.0,,,,2.371e-07,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1398223,15789,0.0,0.0001418997,,13.0940673365,,0.3332261609,0.0845757323,0.0,0.0006506322,0.0007776313,,0.0,0.0020825259,3e-10,,0.0,,0.0219770231,4.63e-08,0.0001590899,0.075226214,,,0.0012201277,,3.2796e-05,0.0,0.0,,0.0,0.0005348135,2.47989e-05,,0.0,,2.5636703647,0.0069803463,0.0,0.0,0.3324493154,0.0,0.0020850382,,,3e-10,0.0,0.0,0.0,2.763e-07,,6.4028e-06,,,,0.0012219901,7.6816e-06,0.0,,,0.0,,,5.7216e-06,,,,,,0.0,3.29936e-05,,,,,,,,,,,0.0031657647,,3.3141082119,,,,,,,,0.728254345,,,0.002380788,,4.9e-09,,,,,,,0.0,,0.0150913364,,,,,,,,,,,,,6.6766e-06,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-10,,,,,,7.712e-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1398223,16421,3.65e-08,0.001368206,2e-10,,0.0,1.308e-07,,,1.15575e-05,,,,3.11925e-05,,,,0.046932851,0.0612965622,0.0004593878,0.1297556811,,,,3.43562e-05,1.21e-08,0.0,,0.0,0.0,2.731e-07,,0.0835575633,3.4e-09,0.2412492223,0.0,0.0098544981,1.4092184535,0.0,2.2e-09,0.0,0.0,0.0074191663,,8.66e-08,,,0.0,,0.0,,4.26131e-05,0.0410343326,,0.0173237013,0.0014568195,0.0002970452,0.0315167725,,,0.0,0.0,,5.661e-07,,,,,,,1e-10,,,,,,,,,,,,,0.0,,,,,0.0,7.87695e-05,,,0.0,,,0.0,,2.4e-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,1398223,85916,,,,,,0.0,0.0,,0.0036283011,,,,0.0,,3.2e-09,,,2e-10,0.0,0.0,,,,8.72012e-05,,,,4.38e-08,0.0,,0.0,0.001388723,,0.0001652292,0.0,0.0665057345,0.0001967828,,4.5e-09,,,0.0013420933,,0.0,395.6214115329,,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,6.48717e-05,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.00610275,,,,,,,,,,,,,0.0,,,,,,,,2e-10,,,,,,,,,,,,,,,,,,,,,,1.86e-08,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1398223,150985,0.0594958899,0.0018036593,0.0,0.0,0.0,0.0073895836,,0.0103255889,0.0947540166,1.0464609088,0.0187140174,,0.0001471677,,,0.0012377394,1.1358474151,0.020872816,0.3467296581,48.8996784086,,,0.0,0.0774544898,0.0094843289,0.0008514438,2.2e-08,2.0898738259,0.0003555768,,,3.4004671472,1.437e-07,0.0038544432,0.0173145107,1.1181516936,0.046744612,0.0,0.0001167921,0.0026055127,2.131e-07,3.8896742692,0.0003115968,3e-10,5.399e-07,0.0087892008,9.592e-07,,0.088337388,0.0547367828,0.0004647352,0.0001111491,,0.0,0.014076977,1.1622795833,,,0.0,0.0094028629,0.027521283,,3.16411e-05,,,,0.0011453055,,0.0,7.0188e-06,1.2237234953,,,0.0029634731,0.0,0.0048849657,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0304548492,0.0001896517,2.9036e-05,,0.0007393312,,,,,,3.22755e-05,,,0.0,0.0,0.0008098002,,,8.08629e-05,0.0064783231,0.0003347285,3e-10,0.0,1.8729e-06,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.000923542,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,2.5215e-06,,,,0.0,,0.0,,,0.0,0.0,,2.6e-09,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1398223,18047,,,,,,6.67708e-05,,0.0,0.0013456008,0.0004297767,,,0.0,,,5.8e-09,0.0,0.0619298569,0.007066133,3.8498716431,,,0.0,0.002795176,,2.26e-07,,5.624758451,0.0,9.008e-06,5.7201e-06,0.2991340507,,,,12.2250585123,0.0845272422,,4.03e-08,0.0003203518,,0.1063906753,,5.9374446518,,,,,1.6301149738,0.0017446211,0.0,0.000350786,,,0.0292444688,8.80303e-05,,,,,4.1142e-05,,0.0019959744,0.0,,,,,4e-09,,7.61e-08,,,0.00211194,,,,,,,2.673e-07,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,2e-10,,,0.0001678246,,,,,,,,,,,,,2e-10,,,,,,,,,,,3e-10,,,,,,,,,,,,,,,,,,,,,,,,2.41e-08,1.134e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,1398223,14928,,0.0,,0.0,0.0,1.0846188898,,0.0,0.0006767303,0.0,,4.5909895727,0.0,,,,2.162e-07,0.0449150023,3.22436e-05,0.0004504269,,,,0.0030065166,,4.082e-06,0.0,6.154e-07,,,0.0,0.0630128681,,0.0176441437,0.0,0.0242484198,0.3908872509,1.2769e-06,0.0,,0.0,0.0047844696,,,0.0,0.0,,,,,0.0,0.0,,,0.0018477044,0.0,,,,2.28e-08,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,0.0006895786,,,,2.5646e-06,,,,,,,,,,3.9e-09,,,,,,0.0,,,,,0.0,,,,,,,,,,,,3.3787e-06,,,2e-10,,,,,,,,,3.8e-09,,,,,,,,,,,,,,0.0034090949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Articuno-Galar,1398223,9200,0.0,8.5e-08,0.0,0.0,,0.0038538407,4.1303e-06,0.0,3.92865e-05,22.0417104949,0.0,,0.0,,,0.0090568876,0.0,0.0170060827,2.65366e-05,0.0267261027,,,,0.0001339308,0.1834378766,0.0,,0.0010827437,0.0,3.95424e-05,,0.0979930035,0.0,0.1895624258,3.547e-07,0.006183948,0.0673208412,8.9e-09,0.0,0.0,0.001265192,4.14549e-05,,,0.0,0.0,,,0.004464157,,4.3132e-06,0.0518756483,,,0.0015098031,0.0220913641,0.0,,0.0,0.0,0.0,,1.012e-07,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,3.05e-08,0.0,,,,0.0034925859,,,,,,,,,5.9e-09,,,,,0.0,,,,,,,,,,,8.4852e-06,,,,,0.0,,,,,,,,0.0012684121,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,1398223,482389,0.0,5.4e-09,,3.6321e-06,2.1e-09,348.6596614441,0.0006935921,0.0096018063,0.1722586089,61.896896962,0.0003773531,0.0,0.0039178022,,,0.0742534317,7.89552e-05,0.3101472282,0.4317618523,633.6939401729,,,0.0,0.0837278764,3.2424227008,0.015777502,,4.7093900163,5.8108379857,,0.0,0.2468971594,6.4603e-05,0.0038105505,0.9025303873,393.491218595,14.1072912793,3.1716e-05,0.001591057,0.000767208,0.0,9.0734759504,0.0,,0.0033253966,0.2208530274,4.7e-09,,0.1071750501,0.4523103044,0.0094652317,0.1284405323,,,0.1633459709,0.3906472372,,,0.0,17.2708429391,0.0075185132,,0.1458029527,,,9.4e-09,0.0,0.0,0.0003118939,2.5937896706,3.784e-07,0.0056250478,0.0,2.0707303713,0.0693748954,0.0083734798,,,,1.54716e-05,0.0001395775,0.0,0.0,0.0,1.9e-09,,,0.0,,5.3032e-06,,0.0024368192,,,,,,4.665e-06,,0.013016929,0.0,,1.6955675944,,,,,6.205e-07,,,0.0,0.0093199932,,,0.0,,0.0,0.0,0.0,1.72e-08,0.0,,0.0001014055,0.0,0.0,0.0141955608,4.4e-09,,,0.0,,,0.0,0.8014940877,2.6806e-06,0.0,,,,0.0666785277,0.0042404796,,,,,4.316e-07,,0.0,0.0,7e-10,,4.6055e-06,,,0.0,,0.0,,,,0.0,0.0,,,,,0.0001423705,,,0.0,,,,0.0,,,0.0,,,,0.0,2.53e-08,,0.7354920261,,8.7477486068,,,,1.53252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slurpuff,1398223,26746,,,8.42131e-05,8.369e-07,,0.0,,7.52099e-05,6.2409e-06,7.711e-07,,,1.67882e-05,,,0.1410754989,0.0,5.56e-08,6.3e-09,3.7957e-06,0.0,,,0.0015581458,0.0003173047,0.0,,,,,,0.0001746163,,1.069e-07,0.0,0.0357131165,2.0681e-06,0.0134939739,2.05e-08,0.0,,11.3126852801,0.0,,0.0,1.1e-09,,,,4.46251e-05,4.47e-08,0.0,,,1.6177475975,0.0001241263,,,0.0,,,,3.74096e-05,0.0,,,0.0022574706,,0.0,4.50495e-05,,,,,,,,,,1e-10,,,5.091e-07,,,,,,,0.0,0.0,3.6001268461,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,1.2e-09,,,2e-10,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55233e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,1398223,481771,0.0,0.0,,0.0004788002,0.0004419624,76.2641202468,0.0,0.007811546,0.019256384,0.0012214857,0.0,0.0001406539,0.0148783534,,,0.0023410607,1.059e-06,0.4219056117,0.0003293445,0.2794030634,1.2288e-06,2.5e-09,12.5363062757,0.0188066934,,9.266e-07,0.0001787581,2.6800862878,2.2349e-06,6.67722e-05,4.0659e-06,0.0029946002,8.46007e-05,4.7651e-06,0.022995705,740.6849880893,5.47996e-05,0.016101793,0.0002533626,0.0002679225,,0.1320932042,4.6698e-06,,0.0011958474,0.0,,,0.0,,0.4056093081,2.1889e-06,,0.0,0.0018420804,0.0347981028,8.907e-07,0.0004264225,,2e-10,2.52609e-05,,1.83599e-05,9.37112e-05,,5.36259e-05,0.0,,1.8246e-05,0.0049283703,0.0,0.0008800198,0.0,,0.0,0.0,0.0,,,0.0,1.22083e-05,0.0,6.2054216177,,0.0001290474,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0003777721,0.0,0.0520273874,0.0753497621,,,,,0.0,460.9745943362,,0.0,0.0,,2.86901e-05,0.0,0.0020318468,1.51489e-05,,0.0003700597,0.0,0.0001881533,,,0.0,0.0,9.09e-08,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2.25e-08,0.0,,,,,,,,,,,0.0002717107,,,0.0,,,,,,1e-10,,,,,,,,,0.0002478642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0002313918,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapidash-Galar,1398223,3619,0.0,0.0,,0.0,,0.0,,1e-10,1.08e-08,1.9359e-05,,,,,,0.0005167571,,0.0006282922,0.0002428869,0.6342196948,,,,1.59271e-05,,0.0,,1.37797e-05,,,,5.03674e-05,,0.0054340449,3.36544e-05,0.0033388009,0.0188008002,,0.0,,0.0,0.0001281777,,,0.0,,,,0.0,0.0,0.0,2.421e-07,,,4.2e-09,0.0004729172,,,,3e-10,,,0.0,,,,0.0,,,0.0,2.617e-06,,0.0,0.0019388398,,,,,,,6.7521e-06,,,,,0.0,,,,,0.0,0.0397001294,,,,8.6586e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.031e-07,,,0.0456818558,,,,,,,,,,,,0.0,,,,,,,,,,0.0,1.026e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3.5e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldegoss,1398223,4002,,,,0.0,0.0,4.1938406843,0.013977663,,0.0,0.0,,,,,,2.2e-09,,0.024027336,,0.0,,,,0.0,,,0.0,0.0,,,,8.1032031258,,0.0059256992,3.483e-07,1.2502815076,0.0,0.0001216354,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,0.0062079906,,,,,0.0,,,,,,,,,0.000218502,,,,,,,0.0,,,,,,,1.12e-08,,,2.5e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos-Galar,1398223,118286,0.0005016687,1e-10,,0.0,0.0,2.09431e-05,,0.0019412122,0.4331834779,0.3608510788,0.0,,0.005640561,,,0.0213517103,0.0,0.203158779,0.3327536637,3.1438281942,,,,0.0014703265,0.3494558229,0.0003132867,,65.2355219982,0.0,2.55704e-05,,0.3335592948,0.0,0.0228478665,0.0,58.8869922326,15.2104166931,4.9409e-06,0.0017910913,0.0130302413,,0.0327079381,,,0.0,9.094e-06,,,0.0379688797,0.0179451471,1.3733542733,3e-10,,,0.004210726,0.6535980139,,,0.0,0.0,0.0248747007,,0.0755215363,0.0,8.4852e-06,,1.8019169635,,0.0,0.0220553521,0.5628425179,,,0.0434910941,3.7754e-05,0.0,,0.0090903394,,1e-10,1e-10,3.43e-08,,0.0,,,,,,0.0,,3.084e-06,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0058115584,0.0,1.9386746513,0.0,,,,0.0,,0.0,1.46233e-05,6.89e-08,0.0,,,0.0,,,0.0031174453,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
