pokemon,number_of_battles,Raw count,Items_scopelens,Items_chopleberry,Items_rockmemory,Items_petayaberry,Items_mentalherb,Items_pechaberry,Items_rockyhelmet,Items_ironball,Items_figyberry,Items_focussash,Items_oranberry,Items_pixieplate,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_spelltag,Items_widelens,Items_dragonmemory,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_expertbelt,Items_aguavberry,Items_adrenalineorb,Items_weaknesspolicy,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_blukberry,Items_choicespecs,Items_oddincense,Items_razorclaw,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_nothing,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_leppaberry,Items_ejectbutton,Items_metronome,Items_zoomlens,Items_powerherb,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_charcoal,Items_yacheberry,Items_magoberry,Items_ovalstone,Items_keeberry,Items_electricseed,Items_protectivepads,Items_muscleband,Items_shockdrive,Items_roseliberry,Items_heatrock,Items_kingsrock,Items_leek,Items_sharpbeak,Items_heavyball,Items_mistyseed,Items_darkmemory,Items_whiteherb,Items_marangaberry,Items_fullincense,Items_healball,Items_chartiberry,Items_custapberry,Items_blacksludge,Items_payapaberry,Items_poisonbarb,Items_blackbelt,Items_focusband,Items_shucaberry,Items_metalcoat,Items_lightclay,Items_tr25,Items_colburberry,Items_apicotberry,Items_terrainextender,Items_stickybarb,Items_kasibberry,Items_machobrace,Items_luminousmoss,Items_ringtarget,Items_masterball,Items_smoothrock,Items_occaberry,Items_starfberry,Items_silverpowder,Items_hondewberry,Items_berryjuice,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_firememory,Items_cheriberry,Items_bindingband,Items_ejectpack,Items_rowapberry,Items_bigroot,Items_bugmemory,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_babiriberry,Items_cobaberry,Items_liechiberry,Items_energypowder,Items_lightball,Items_electricmemory,Items_gripclaw,Items_electirizer,Items_mysticwater,Items_souldew,Items_fightingmemory,Items_nevermeltice,Items_poisonmemory,Items_poweranklet,Items_beastball,Items_flyingmemory,Items_rockincense,Items_dragonfang,Items_grepaberry,Items_rawstberry,Items_snowball,Items_watermemory,Items_softsand,Items_shedshell,Items_aspearberry,Items_grassmemory,Items_tr24,Items_greatball,Items_cellbattery,Items_ghostmemory,Items_fossilizedbird,Items_rindoberry,Items_seaincense,Items_waveincense,Items_floatstone,Items_jabocaberry,Items_fairymemory,Items_powerweight,Items_habanberry,Items_adamantorb,Items_steelmemory,Items_tangaberry,Items_magmarizer,Items_icyrock,Items_kebiaberry,Items_duskstone,Items_destinyknot,Items_flowersweet,Items_psychicmemory,Items_quickpowder,Items_levelball,Items_micleberry,Items_protector,Items_powerbelt,Items_powerbracer,Items_upgrade,Items_dragonscale,Items_fossilizeddrake,Items_pokeball,Items_parkball,Items_ultraball,Items_groundmemory,Items_persimberry,Items_rustedsword,Items_bottlecap,Items_galaricacuff,Items_ribbonsweet,Items_goldbottlecap,Items_berrysweet,Items_rarebone,Items_leafstone,Items_rustedshield,Items_roseincense,Items_icememory,Items_sweetapple,Items_tr64,Items_prismscale,Items_metalpowder,Items_chilanberry,Items_diveball,Items_thickclub,Items_pinapberry,Items_whippeddream,Items_deepseascale,Items_shinystone,Items_duskball,Items_fastball,Items_chippedpot,Items_tr43,Items_dreamball,Items_kelpsyberry,Items_icestone,Items_tr71,Items_lustrousorb,Items_premierball,Items_luxuryball,Items_tr78,Items_tr16,Items_netball,Items_sunstone,Items_tamatoberry,Items_powerband,Items_cherishball,Items_repeatball,Items_waterstone,Items_pomegberry,Items_dubiousdisc,Items_tr98,Items_tr69,Items_tr10,Items_deepseatooth,Items_quickball,Items_fossilizedfish,Items_griseousorb,Items_burndrive,Items_loveball,Items_starsweet,Items_tartapple,Items_lovesweet,Items_thunderstone,Items_chilldrive,Items_tr00,Items_reapercloth,Items_tr89,Items_tr99,Items_sachet,Items_qualotberry,Items_crackedpot,Items_tr88,Items_tr53,Items_tr15,Items_dawnstone,Items_tr02,Items_safariball,Items_tr08,Items_tr01,Items_tr32,Items_tr19,Items_tr46,Items_tr42,Items_sportball,Items_tr55,Items_dousedrive,Items_tr75
Stoutland,1336739,3129,,0.0,,,,,2.46e-08,,0.0,1.312e-07,,,6.0037e-05,,,,,,0.0,,,4.0265e-05,0.5144765918,,0.0033976407,2.266e-07,,,0.0087403096,,0.0,,,,0.0,0.000909527,6.907e-07,5.933e-07,5e-09,,,4e-10,,0.0029191239,,,0.0,0.0,,0.0,,,,,0.3175419493,,0.0,0.003090435,,,0.0,,0.0,1.2276e-06,,2.4e-09,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,5.95712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archeops,1336739,5836,,,,,,,0.0,0.000169014,0.0046388613,0.5141077273,,,4e-09,,0.0,,,,,,5.075e-07,0.0012838992,0.0023267096,,0.0,0.0005708906,,0.0,0.0002194216,,0.0209559186,,3.54513e-05,,,5.5162e-06,0.0093327559,,1.3e-08,,,0.0012016734,6.4e-09,,0.0,,0.0,,0.0,0.3346369213,,0.0,,,0.0017804056,7.14104e-05,5.7e-09,,,0.0,0.0,,0.0235910417,,,,,7.89e-08,0.0,0.0,,,1.1e-09,0.0002003785,7.631e-07,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0337473237,2.9421e-06,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.004304847,,4.2806e-06,,,,,,,,,,,,0.0,1.64434e-05,5.07213e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,1336739,37110,,0.1435578453,,8.648e-07,8e-10,,0.0028849016,0.0,0.5991132065,0.0008188484,0.0,,0.0041907708,0.0,0.0001827238,,0.0,,11.5031844002,0.0053505871,2.02401e-05,0.6144906682,0.0405787998,,0.0513641236,0.0696851958,0.0,0.0001887438,0.1056075687,0.0,0.0061830482,,0.0627977695,,9.755e-07,14.9000904026,8.1217e-06,0.0020084935,0.0011031879,,,7.91648e-05,,0.000129275,4.741e-05,2.60853e-05,1.2745e-06,7.99628e-05,2.5e-09,3.7543e-05,,6.15e-08,9.1e-09,,13.7492266053,0.1486814834,0.0911458901,0.0007115214,0.0,0.0014170911,3.307e-07,,0.0016911936,1.019e-07,,0.0,,,,0.3082447194,,5.09e-08,4.1484e-05,0.0,0.0,,,0.0007562564,0.0004416648,,,0.0,,0.0,,0.0,0.0,,0.0,7.1615110341,6e-10,,0.0,0.0,2.3936e-06,,,,,,0.0,,,,,,,,,,0.0112331699,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,2e-10,,,,,,4.102e-07,,,0.0,,,,,,0.001878783,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,1336739,9254,,,,,0.9944865799,,0.0022855128,5.41877e-05,0.0,0.0195314426,,,,,0.0,,0.0,,0.0005475561,8.07e-08,,7e-10,0.0,,2.6035e-06,1.04906e-05,3e-10,0.1407028868,0.034592384,1.5e-09,0.0027355891,,0.0,,0.0020152819,0.250560107,0.0226637991,0.0212229644,0.0,1.5116e-06,,1.88355e-05,,0.0,2.599e-07,,,,,,0.0,,4.501e-07,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,4.16e-08,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,0.0255153474,,0.036811068,,0.0,,4.1e-09,,,0.0001529501,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regirock,1336739,6480,,0.0,0.0,,0.0,,0.0668513964,,0.0001707099,5.92e-08,,,,,,,0.0,,0.0338784621,0.0,3.562e-07,0.0107802166,5.9955e-06,,0.0024680601,0.0270050466,,0.3359405368,8.44e-08,,0.0003322158,,0.0,,0.0,0.1448291214,0.0,0.0059008441,4.43e-08,,,2.93026e-05,,,3.1165e-06,,,4.5375e-06,0.0,0.0,,0.0,,,0.0381349444,0.0056945659,0.0316822298,0.0,,1e-09,0.0,,1.45851e-05,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,0.0112656101,0.0,,,,,,,0.0,,,,0.0539979897,0.0,,,0.0003294939,0.0005847841,2.7076e-06,,,,0.0,,,,,,,,,0.0007503007,,,,,,,,0.0,,,0.0,,,,,,1.40063e-05,0.0,,,,,,,,,0.0,,,,,0.0,,,,,4.2335e-06,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,1336739,11985,7e-10,,,,,,0.0,,0.0,0.0769686219,,,,,0.0,,4.2507e-06,,,0.1608828877,0.0,0.0008696371,0.0581814282,3.194e-07,0.0060871142,2.223e-07,,0.0008671589,0.0008112149,,0.0009436502,,2.04793e-05,,,2.9281e-06,0.024702499,1.7e-09,6.15488e-05,,,0.000373162,,0.0,,,,,,4.175e-07,,0.0,,,1.526184412,0.0,9.128e-07,,,0.0,,,0.0001886835,0.845574119,,,0.0455966692,,,,,0.0,0.0159604061,2.67e-08,0.0,,,,0.0,,,,0.0146384943,,0.5822182636,0.0006349701,,,,5.3e-09,,,,1e-10,,,,0.0,,,,,,,,,,,,,,,,,,,,,7.5e-09,,,,,,,0.0,,,0.0,,,0.3750677073,,,,0.0,,,,,,,,,,,,,,2.219e-07,,,,,0.0,4.45e-08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusknoir,1336739,6306,0.0,,,,0.472339078,0.0,0.0130292092,0.0026976541,4.46739e-05,0.1144118548,,,0.0,,0.0,0.0008495983,6.198e-07,,0.0074621887,,,0.0060996356,3.46268e-05,0.0,0.0045558753,9.181e-07,,0.0002334808,0.003865973,0.0,1.8584e-06,,1.13e-08,4.30791e-05,,0.0357294443,0.0018872239,0.0023227792,0.0012773766,2.2961e-06,,1.991e-07,,,7.27164e-05,0.0,0.0,0.0,,0.0,,0.0,,,0.506338937,0.0,5.24e-08,4.2e-09,,,,,,,,,,,,,,,,,4.646e-07,,,,,,,,,,,,3.7352e-05,,,2.04261e-05,,,,,0.0,,,,,0.1749973348,,,0.0,1.515e-07,,,0.0019295838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25045e-05,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1336739,83461,0.0061182924,,,0.0,,,0.0,0.0,3.69755e-05,0.047297823,,,,,0.0,,,,2.99973e-05,,,0.036290816,1.6088488647,0.0,0.0237802813,0.0,,0.0,0.0001474908,0.0,0.0474708806,,2.80706e-05,,2e-10,0.4451657344,0.5315102923,,0.0,,,0.0033518727,,,4.2221e-06,,0.0,0.0,,0.0,,0.0,,,84.6874183158,1.154e-07,0.0001383474,,,,0.0,,,,1.8381e-06,,,,,8.28385e-05,,,,3.9051369988,0.0194336364,,,,0.0,,,,,,0.0,,,,,,,,,1.38883e-05,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2.4480118244,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,5.131e-07,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1336739,42853,8.764e-07,,,,0.0016888611,,0.2228445443,0.0,0.0056674592,0.014386632,5.7e-08,0.0006983207,0.0004270186,0.0,9.49185e-05,0.0003968278,0.0053124401,,9.3241e-06,,0.0,0.0092871482,2.9961386771,0.0009592208,0.0364076709,0.002480235,1.66453e-05,0.0094595766,0.0043208365,,0.0243552313,,4.2271e-06,,3.92861e-05,0.3185288069,0.0003474773,1.7784239738,0.0006433347,0.0118694438,1e-10,0.0014910457,,0.0,5.7296e-06,0.0,0.1659340485,1.64247e-05,0.0,1.734e-07,5.05377e-05,6.208e-06,3.18e-08,0.0,0.0105223647,0.0142423865,0.0101214858,0.083826622,,5.9381e-06,0.0015440423,,0.0024727631,0.0,,0.0,,,,0.0060691116,,0.0773507221,0.0006025321,5.645e-07,4.22904e-05,,,,0.0001526475,,,,1.27e-08,,2.14779e-05,1.971e-07,0.0,0.0,,0.0033328951,0.0,,0.0,3.648e-07,2.4e-09,,,0.0001405564,,5.72676e-05,0.0028408914,,0.0,0.0001695581,0.0,,3.5177e-06,,,,0.0,,,1.8e-09,,,,,0.0,,,,0.0,,,,,,,2.49241e-05,,2.18e-08,,,,2.84588e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4.30689e-05,0.0,2.6e-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duraludon,1336739,4862,0.0,0.0,,0.0,,,0.0025364176,0.0,2.694e-07,3.30179e-05,,,,,,,,,1.1641e-06,,0.0076469967,0.0200126642,0.0166647942,2e-10,0.1282504208,0.003837831,0.0,2.0191e-06,0.0139512917,,2.55723e-05,,0.0098973909,,0.0,0.1265193456,0.0481605146,0.0,0.0,,2e-10,1.15534e-05,,,0.0,,,4.63507e-05,,1.8e-09,,0.0,0.0,2.173e-07,1.689e-07,0.0,9.943e-07,,0.32726509,,0.0071822961,,0.0,,,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,0.0001283177,,,,,,,,,0.0,,0.0,0.0645511823,6.66927e-05,,,,,,,,,,,,0.0,,,,,,,,,,,3.079e-06,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1336739,12921,0.0004138664,,,,,,1.57021e-05,,0.0167784978,0.0109291694,0.0,,0.0001115121,,,,0.0,,1e-10,,0.0,0.3339963753,0.0026000719,1.7542e-06,0.0135816369,0.0002971723,0.0,9.05e-08,1e-10,2.325e-07,1.95e-07,,0.1042229904,,,0.1173901037,0.0181684706,4.992e-07,0.0,0.0,,9.5377e-06,,,0.0,0.0001711566,,2.9182e-06,,3.1013e-06,,0.0,,,0.1173072685,0.1278934812,0.0,0.3612759137,8.06217e-05,,0.0001221245,,3.28866e-05,,,0.0,,,,,,,,1.31135e-05,2.7352e-06,,,,,,,,,,0.0,,,,,0.0093280038,,0.0,,9.14559e-05,0.0,,0.0,,,,,,,,,,,,1.92e-08,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.27386e-05,,,,,,0.0,,,,,,,,,0.0,,,0.0011957101,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1336739,15459,0.0,,,,70.0558204657,,0.5952512919,,9.794e-07,0.0004108612,,,0.0,,1e-10,,,,0.0091268561,0.420036241,,0.0012617933,6.69412e-05,,0.0,0.0001340794,0.0,0.2298042675,0.0156128726,0.0,0.1816856063,,0.0020563739,3.3774e-05,,9.7725677642,10.5068189384,0.0020656349,0.0001249469,0.0,0.0,9.059e-07,0.0,,0.0,,0.0042525498,0.0,,,,,,,,2.1329e-06,1.8e-09,0.6372567109,,0.0,,,5.70036e-05,,,0.0,,,,1.3728e-06,,0.0038627062,0.0,,,,,0.0120015321,,,,,,,1e-10,,,,,,,,,,,,,0.1275128542,,0.3470371572,,,0.000789641,0.0002499949,,,0.0,,,,0.0,,,,0.0004219037,,,,,,,,,,,,0.000181852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102920272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1336739,19253,,,,,,,4.26406e-05,4.2067e-06,0.0,0.0270083466,,0.0,0.0,,0.0,,2.674e-07,,3e-10,0.0,0.0301530697,0.0008754215,0.0650444167,,0.0326484411,4.45697e-05,0.0,8.70297e-05,0.0,,0.0930343694,,1.1717337235,,,0.0091055266,2.4661832915,,0.0001536658,,6.59e-08,0.0001024799,,0.0,0.0,,0.0,,4.4775e-06,0.0,,0.8166149247,,0.0021615724,0.0,0.0,0.0,,1.069e-07,,0.0,,0.0002454994,,,,,,,,,,4e-10,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,4.32262e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eiscue,1336739,5597,,,,,0.0,,1.4220870916,,1.67488e-05,0.0036919862,0.0,,,,0.0,,0.0001781687,,3.65633e-05,,,0.0096499075,0.0006393421,,4.6181e-06,0.0004466629,0.0,0.0,0.1315784728,,0.0297096369,,,,,0.0506414976,0.0,5.123e-07,0.0010241142,0.0,,6.5963e-06,,,,,0.0,0.0213244274,,,,3.68e-08,,,0.0,2.3866e-06,1e-10,,,,0.0,,0.1269726255,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0097126392,,,,,,,,,,,,,0.0029667052,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,2.15246e-05,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.004514405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbink,1336739,1588,,,,,1.1072227336,0.0,0.001182344,0.0,,0.0,,,,,,,,,0.0,,,1e-10,0.0,,0.0,2.58276e-05,,0.0,0.0,,0.0,,0.0,,,0.0156355479,0.0,0.0045718153,,,,0.0,,0.0,5.119e-06,,5.2e-09,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0011880138,,,,,,,,0.0085757179,,,,,0.0,,,,,,3.9624e-06,,,,,0.0160425059,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,1336739,98881,8.75e-08,,,,0.6542136789,0.0027918079,11.7389493936,6.928e-07,4.62502e-05,27.8710995698,,0.0001636798,0.0092081535,,2.6185e-06,,0.0265800395,,1.3491812254,0.1950476567,0.0507802023,0.015332018,0.860702366,0.0,0.9867353708,0.0170429883,0.0005195272,100.6649287208,0.1560969436,0.0001356256,18.6499707771,,0.0820643275,0.0002424291,6.21087e-05,145.9433919308,1.2020047628,34.9202022044,0.0003565215,5.744e-07,0.040055078,0.0307932068,,0.0,0.0004904733,0.0429473089,0.0268494181,0.0008150323,1.2304e-05,0.0160159181,0.0,0.0038204897,0.0,0.0,0.0269038237,1.4350346139,0.0053724042,0.0002965682,0.0,0.0011585177,5.6226e-06,,0.025504475,0.1031360348,,8.2208e-06,2.9441e-06,0.0,0.0,2.81523e-05,,0.0,2.7411914956,0.4901528816,0.0,,,0.013461512,0.001275738,,0.0,,0.0003583608,,2.88e-08,,,0.0,,0.080006978,0.0,,0.0,0.0,2.435e-07,,,3.0897188085,,4.0666711519,,6.15164e-05,1.42e-08,0.1309366317,,,0.0162202243,0.0005524121,0.0001953169,,0.0,,,0.0002298178,8.552e-07,,,,,0.0002174146,0.0202130772,,4.0571e-06,,1.9e-09,,,,8.6e-09,,,6.453e-07,0.0,0.0,,5.566e-07,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,1.49e-08,2.53063e-05,0.0,0.0,9.8271e-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1336739,143817,0.0108600542,3.74e-08,,0.0124518726,7.24458e-05,1.271e-07,0.00857703,0.0,0.031391897,6.0894379031,0.0,,2.34e-08,1.7e-08,0.0538128044,,0.0312711459,,1.3e-09,2.77047e-05,0.1407545842,0.0181849699,51.6174210714,0.0002442784,0.7553335712,0.0266243619,6.348e-06,1.5753700851,0.0234120844,,9.5138657486,,0.7696198666,,0.0018597023,2.3105660095,0.0023125086,0.011274271,0.0001376898,,0.0039221875,0.0261863494,,,1e-10,,,0.0020531877,0.0,0.0703240787,,6.20456e-05,1.96187e-05,0.0,4.4129390749,0.0941496814,0.0639256643,3.85579e-05,4.7e-09,0.0015284276,0.0104099756,,0.0174656612,,,0.0260914165,2.68161e-05,0.9831720434,,0.0001749531,,0.0,1e-10,1.1556705867,1.3239476398,,,9e-08,0.0029952084,,0.0002180028,,2.7513e-06,,0.0031495095,,0.0020987923,,,1.3221e-06,3.09e-08,0.0,,0.0410162896,0.0014023646,0.0148383581,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0003293549,,,4.8e-09,,7.9e-09,0.0005655241,0.0016030978,0.0105765942,,0.0139124953,,,,,,,0.0,0.1208895764,,0.0001710666,0.0051152895,0.0,1e-10,,0.0,,,,5.71692e-05,,,,0.0,,,0.0004669335,0.0,,0.0,,0.0,,,,,,0.0,,,,,,4e-10,,,,,,,,,,,,,,,,,0.001911157,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1336739,16387,0.0,0.0,,,0.0,,1.57433e-05,,0.0,0.6481253267,,,0.0,,0.0004120262,,0.0,,0.0002348149,,,0.3177225704,12.7995158486,,0.0088652143,1.48162e-05,0.1918753314,0.0057051722,0.2470478822,,0.1458450594,,,,,0.1965410624,2.3819029478,8e-10,4.653e-07,,,4.57979e-05,0.0,4.1483583147,0.0,,,0.0969257095,,0.0,,6.6963e-06,,,7.8758336936,5.358e-07,7e-10,1.25e-08,,,0.0,,7.46787e-05,1.944e-07,,,,1.26e-08,0.0,0.0,,,,0.0691446413,0.0103163612,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,4.3e-09,,7e-10,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,1336739,17150,5.932e-07,,,0.0,0.0,,7.7865864981,,0.0,0.0004035798,,0.0021477876,0.0,,0.0001877603,1.1e-07,0.0,,0.0001018241,,0.0069439377,0.0126994282,0.0177834885,2.77843e-05,5.49895e-05,0.000287,,0.0,6.55195e-05,,0.674470432,,0.1293433942,,,0.0542406238,0.0002738307,3.5735e-06,1.1237e-06,,0.0,0.0029167892,,,0.0,,1.3544873535,,1.236e-07,,,0.0,0.0,,1e-10,4.934e-07,4.08e-08,,,0.0,,,0.0013142718,,,,,0.0,,0.0,,,,,,,,0.0,,,,,0.0029158391,,,0.0,,,,1e-10,5.205045565,0.0,4.4005e-06,1.126e-07,,,,,,,,0.0044157455,,,,,,,,,,,,,,,,,,,0.0004098762,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Articuno-Galar,1336739,7263,3.2258e-06,,,,0.0,0.0,2.42619e-05,0.0,,0.0003413944,,,,,1.8e-09,,0.0,,9.9e-09,0.0048781378,0.0,0.0449237088,0.0550594436,,1.40707e-05,3.65376e-05,0.0019721963,0.4840967643,0.0017365835,,0.6480080624,,0.2171095825,0.0001673629,0.0,0.3284690039,0.0439570142,,0.0,,0.0,3.10757e-05,,,0.0002827337,,0.0,,8.9e-09,,4.8e-06,0.02946453,,,0.0,6.26619e-05,0.0265036664,4.5588e-05,0.0,0.0,,0.0,0.0176204066,,0.0001244171,,0.0001254312,,,0.0,,,0.0004719799,,2.2995e-06,,,,,,2.21805e-05,,0.0,,0.0,0.0,,,0.0,,,,,,,,,0.0,,0.0010996131,,,,,,,,,,,,,,,6.172e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
