pokemon,number_of_battles,Raw count,Items_petayaberry,Items_blackglasses,Items_cellbattery,Items_metalcoat,Items_chopleberry,Items_firememory,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_focussash,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_sitrusberry,Items_stickybarb,Items_floatstone,Items_mentalherb,Items_aguavberry,Items_ironball,Items_weaknesspolicy,Items_scopelens,Items_kingsrock,Items_adrenalineorb,Items_charcoal,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_nevermeltice,Items_leftovers,Items_mistyseed,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_flameorb,Items_wiseglasses,Items_prismscale,Items_liechiberry,Items_nothing,Items_silkscarf,Items_electricseed,Items_eviolite,Items_ringtarget,Items_metronome,Items_zoomlens,Items_blacksludge,Items_iapapaberry,Items_blunderpolicy,Items_fullincense,Items_powerweight,Items_choiceband,Items_lumberry,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_lansatberry,Items_pechaberry,Items_yacheberry,Items_figyberry,Items_poisonbarb,Items_rowapberry,Items_protectivepads,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_whippeddream,Items_keeberry,Items_sharpbeak,Items_damprock,Items_darkmemory,Items_enigmaberry,Items_heavyball,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_safetygoggles,Items_laxincense,Items_mysticwater,Items_chartiberry,Items_goldbottlecap,Items_payapaberry,Items_blackbelt,Items_shedshell,Items_muscleband,Items_bigroot,Items_focusband,Items_cobaberry,Items_shucaberry,Items_silverpowder,Items_twistedspoon,Items_passhoberry,Items_absorbbulb,Items_starfberry,Items_roseincense,Items_ejectbutton,Items_cheriberry,Items_lightclay,Items_jabocaberry,Items_apicotberry,Items_bindingband,Items_ejectpack,Items_softsand,Items_gripclaw,Items_luminousmoss,Items_chilanberry,Items_bugmemory,Items_lovesweet,Items_oranberry,Items_miracleseed,Items_utilityumbrella,Items_babiriberry,Items_occaberry,Items_smoothrock,Items_lightball,Items_pixieplate,Items_colburberry,Items_psychicmemory,Items_terrainextender,Items_electricmemory,Items_oddincense,Items_dragonfang,Items_groundmemory,Items_pinapberry,Items_magnet,Items_energypowder,Items_fightingmemory,Items_leafstone,Items_seaincense,Items_persimberry,Items_spelltag,Items_kasibberry,Items_griseousorb,Items_ghostmemory,Items_pokeball,Items_poisonmemory,Items_flyingmemory,Items_hardstone,Items_grepaberry,Items_tr69,Items_netball,Items_rawstberry,Items_deepseascale,Items_snowball,Items_steelmemory,Items_leppaberry,Items_tr68,Items_tr64,Items_tangaberry,Items_masterball,Items_icyrock,Items_diveball,Items_rindoberry,Items_waveincense,Items_fossilizeddrake,Items_bottlecap,Items_loveball,Items_aspearberry,Items_watermemory,Items_friendball,Items_healball,Items_tr43,Items_micleberry,Items_deepseatooth,Items_poweranklet,Items_electirizer,Items_machobrace,Items_hondewberry,Items_repeatball,Items_tr20,Items_firestone,Items_tr02,Items_galaricacuff,Items_powerbelt,Items_powerbracer,Items_fairymemory,Items_cherishball,Items_rustedsword,Items_parkball,Items_powerlens,Items_tamatoberry,Items_dousedrive,Items_dragonmemory,Items_dragonscale,Items_tr55,Items_ultraball,Items_adamantorb,Items_rockmemory,Items_chippedpot,Items_tr89,Items_destinyknot,Items_cloversweet,Items_habanberry,Items_shinystone,Items_tr67,Items_kebiaberry,Items_powerband,Items_kelpsyberry,Items_tr08,Items_grassmemory,Items_leek,Items_nestball,Items_fastball,Items_tr78,Items_tr07,Items_rarebone,Items_waterstone,Items_quickpowder,Items_metalpowder,Items_fossilizedfish,Items_thickclub,Items_rustedshield,Items_blukberry,Items_tr14,Items_souldew,Items_tr00,Items_ovalstone,Items_ribbonsweet,Items_tr41,Items_icememory,Items_chilldrive,Items_icestone,Items_shockdrive,Items_lustrousorb,Items_tr06,Items_pomegberry,Items_magmarizer,Items_tr09,Items_greatball,Items_duskstone,Items_luxuryball,Items_tr17,Items_strawberrysweet,Items_sunstone,Items_upgrade,Items_tr25,Items_burndrive,Items_tr50,Items_sachet,Items_fossilizedbird,Items_moonstone,Items_tr18,Items_moonball,Items_tr91,Items_crackedpot,Items_duskball,Items_flowersweet,Items_premierball,Items_quickball,Items_qualotberry,Items_tr99,Items_tr65,Items_protector,Items_tr94,Items_tr61,Items_tr86,Items_tr36,Items_tr23,Items_tr34,Items_tr72,Items_tr71,Items_tartapple,Items_sweetapple,Items_tr05,Items_tr54,Items_thunderstone,Items_tr83,Items_tr35,Items_tr96,Items_tr38,Items_tr76,Items_dawnstone,Items_tr97,Items_berrysweet,Items_tr37,Items_tr87,Items_tr26,Items_reapercloth,Items_timerball,Items_tr15,Items_tr10,Items_sportball,Items_dubiousdisc,Items_starsweet,Items_safariball,Items_dreamball,Items_tr03,Items_tr39,Items_levelball,Items_tr70,Items_tr24,Items_tr53
Snorlax,1485104,37289,0.0,0.0,,,0.0014809106,,0.001068134,0.0025324052,,0.0004494432,0.0,5.46442e-05,0.0025358009,0.1743227748,0.0,0.0,0.8863554562,0.1541715758,0.0875047784,0.0134804967,0.0,,0.0,0.0950541906,3.4e-08,1.01882e-05,,0.0,,,3.25647e-05,2.81563e-05,2.713e-07,,,20.1701727457,,0.0355859777,0.0,0.0238340886,0.0002250818,0.0001599239,,,0.0,0.0010727124,2.036e-07,0.0,0.0003035112,0.0,0.0008049878,0.0,,0.9869294481,0.0,,,0.4327652575,0.0288822015,,0.0,,1.34e-08,1.268e-07,0.2503079826,0.0098238487,0.0001774583,,,,,,0.0610471918,,0.0,,3e-09,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,4.528e-06,,0.0,,,0.0,,0.0001710464,,,,0.0,,,,0.0,2.5e-09,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,3e-10,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0,4.55294e-05,0.0,1e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uxie,1485104,11127,,,,,,,0.0001242756,,,0.0586791793,,,1.2857e-06,1.363e-06,0.0,,0.0,0.0,0.0,1.296e-07,0.0,,3.9613271091,5.6061e-05,,0.0016990156,,,,,4.4266e-06,0.0,0.0739272249,,,0.0928884515,3e-09,2.0828e-06,0.0576812067,1.8596e-06,,0.0,0.0,,,3.493e-07,,,0.0,0.0,,,0.0,0.0,,,,8e-10,0.0,0.0,0.0,0.0,,,4.754e-07,5.667e-07,,,,,,,2.45e-07,,,,,,0.0,,,,0.00024453,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0060015968,0.0,,,,,,,,,,,,,,,,0.0,,0.4469902349,,,,,,,,,,,,,,,0.0043469932,,,,,,,,,,,,,,,,,0.0695482621,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaskhan,1485104,2821,,0.0,,,0.0,,0.0,,,8.86e-07,,0.0,,0.0,,,0.2471371514,0.0003235835,3.2029e-05,0.0,,,,7.7363e-06,,0.0471881129,0.0,0.0,,,0.0,0.0,0.0,,,0.0025240215,,6e-10,,0.0,,8.36e-08,,,0.0021600509,0.0,0.0266599785,,,,0.0341467499,0.0,,0.0,0.0,,,0.0056393375,0.0002327612,,,,,1.04e-08,,0.0001129849,4.9e-09,,,,,,0.0,,,0.0678991323,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0011467248,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regirock,1485104,8737,,,5.64276e-05,,7.3687e-06,,0.0167064787,0.0,,0.000375069,0.0,,0.0,0.0722630708,,0.0027790865,0.0050553193,1.69543e-05,0.010867937,0.0,,,0.0,0.0004665188,6.4e-09,0.0351662032,,3.5988e-06,,,0.0054140316,0.0,0.0933901857,3e-10,,0.137188418,,3.76782e-05,7.18202e-05,0.0,,,,,0.0,0.0017829263,,0.0,0.0050164653,,1.00673e-05,,,1.16e-07,2.64598e-05,,,0.6965805012,0.0011725121,,,,0.0,0.0,1.209310658,0.0,1.58326e-05,,0.1675628382,,0.0,,0.0,,,,0.0,,2e-10,,1.27e-08,,,,1.106e-06,,0.0,4.758e-07,0.0,0.0,,,,,,0.0,,0.0,0.0,,,0.0045477729,,,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,1.0949e-06,1.27048e-05,,,,,,,,,,,,,,,,,,,,,,,1.49014e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,1485104,11569,2.28259e-05,,,,,,0.0,,,0.0117486638,,,0.0,,,,0.1481749653,0.0,0.0082258551,,,,,0.0,0.0,2.9e-09,,,,,4.89996e-05,,5.2706668423,,0.000430258,0.019508628,,0.5552635634,,0.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,0.0,,4e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5e-09,,0.340252232,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2662682273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barraskewda,1485104,170224,,0.0,0.0,,,,0.000562537,2.16606e-05,,0.1620051193,0.0161763686,1.75e-08,0.0030426811,5.19956e-05,,4.441e-07,0.0576893603,0.1365951361,1.9076439674,0.00074017,,,0.0,0.0015208425,,0.0072948407,4.21761e-05,0.0288174039,0.0,,0.0804732402,0.0004398907,0.0039737795,7.52693e-05,0.0,1.8407112538,0.0,0.0444446169,,0.0005656992,,0.0,2.3405e-06,,0.0033448607,0.0046384217,,,3.48e-08,,0.0005214402,0.0,,5.2e-08,0.0,,,63.1723043039,2.0563e-06,,,,4e-10,0.0172288924,,0.0045759865,,0.0014229681,,0.0,,,3.15525e-05,0.0,,19.0895201929,,,,0.0,,,0.0001313122,,0.0,,0.0,,,0.0,,0.2147034684,,,,0.0,,0.1225658972,,0.0,,,,0.0,,1.4e-09,,,0.0003817364,,0.0,,,0.0,0.0014960963,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0017730355,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,2.596e-06,0.0,0.0,1e-10,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimikyu,1485104,49690,,6.15e-07,,,,,0.0113816997,3.5511e-05,,0.0122039873,0.0,0.004508571,5.922e-07,1.322e-07,1.091e-07,0.0007686739,0.001809772,0.0045794133,6.0115168568,0.0029424768,0.0045670516,,0.0017841388,0.0007554672,0.0074496337,0.0098801057,0.0737903263,2.78e-08,0.0,,0.0051271685,0.0,0.0001318222,1.18296e-05,,0.1767594365,,0.0010296796,0.2211102617,8.9787e-06,4.64e-07,0.0,0.0,,0.0005481239,0.0003355688,,0.0,8.41698e-05,0.0034878764,0.0152061559,0.0,0.0,2.76497e-05,1e-10,0.0,,0.0007314869,0.0079551363,0.0016677393,0.0,,9.18309e-05,0.0035832375,0.0171178867,0.0001126986,,,1.21e-08,,0.0,,0.1123545422,,,0.001005953,,0.0,,,0.0627118367,,,0.0,,,2.6742e-06,,0.0,0.0,0.0,,,,,0.0,,0.0017750518,0.0019972865,2.34494e-05,,,,0.0,,,0.0,,0.0019144982,,0.0003968453,,,,,,0.0,,,,,,,,0.0001973877,,,0.0,0.0043869749,0.0,,,,,0.0,,,,0.0,,,,,0.0009871572,0.0,,4.1e-08,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,1485104,11123,,,,,,,0.0001975112,0.0,,0.0020080687,,0.0,2e-10,0.0,,,0.0121503939,6.413e-07,0.0777935686,0.2828462332,,,2.107e-07,0.0003868871,,3.3628e-06,,0.0,6.4118e-06,,0.0,,3.3863e-06,1.316e-07,3.5625e-06,0.0861120084,,1.66382e-05,0.0,4.257e-07,0.0,,,,,1.7616e-06,0.0,,0.0,,,0.0,,1.2e-09,2.78062e-05,,,0.0533205896,0.0,,,,0.000463163,0.0,1.3047e-06,0.0237356649,,0.0,,,,,1.196e-07,,,,,9.571e-07,,,,,0.0,,,,0.0,,0.0,,,0.0008747501,,,0.0,0.067488491,,0.0001767754,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,7e-10,,,,,0.0,,2.313e-07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,1485104,13315,,0.0,,0.0,,,3.23097e-05,,,0.0052256356,0.0,0.0,0.0,0.0,,,0.2860873101,0.0040902083,0.0027516257,0.0,,,0.0,0.0001087279,0.0,2.983e-06,0.0004303414,0.0,0.0,,8.725e-07,0.0,0.2492198215,,,0.0291898553,,0.028215216,0.0,0.007127244,,0.1304584423,,,0.0,1.572e-07,,,1e-10,,0.0,4e-10,,3.533e-07,0.0001020057,,,0.0049807912,8.42567e-05,,,,0.0,0.0001325638,0.0001758097,0.0,1.12551e-05,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,3.70495e-05,,,7e-10,,,,0.0,,4.577e-07,0.0,2.72693e-05,,,1.6e-09,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,2.7e-07,,,,,,,,,,,,7.5021e-06,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,1485104,8111,,,,,,,0.0003291872,0.0,,0.0065340015,,,,0.1188798203,0.0,,2.15958e-05,4.35e-08,0.0159018726,0.0019396867,,,,0.0001337696,,0.0007388104,,0.0,4.1e-09,,0.9933004841,0.0,0.8048288318,0.0,,0.000236953,0.0002349034,,0.0,6.50325e-05,,,,,,0.0004341646,,0.0,,,,0.0,,1.1e-09,0.0,,,3.31e-07,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,8.4175e-06,0.0,,,,0.0,,,,,,,,0.0,3.7335e-06,7.094e-07,,,,2.09274e-05,,0.0007851464,,,,,,,,,,,,,,,,,,,,0.0597708935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresselia,1485104,19348,,,,,,,0.4536036015,4.5e-09,,2.41e-08,0.0,,2.4e-09,1.2e-09,0.0,,0.0010677061,0.0,3.9535e-06,0.0268063455,7e-10,,5.7632278824,0.0073359068,0.0,0.0009686451,0.0,,,,2.05607e-05,0.0,5.808e-07,,0.0,4.2346270331,,1.5265479339,0.0203938934,7.9e-09,0.0,0.0040230513,,,,0.0005894235,,0.0,0.0,5.07214e-05,,,0.0,0.0035408313,,,,0.0,0.0038134665,,3.20505e-05,,0.0,0.0,0.0,0.0,,,,,,,0.0,,4.4201e-06,,,,0.0,,0.0005749247,,0.0002328746,,,,0.0,,0.0,0.0015651856,,,,,,,0.0,,,,,,,0.0094007188,,,,,0.0,,0.0233131004,,,,,,,,,,,,,,,,,,0.0,0.8785340381,,,,1.2e-09,,,,,,,,,,,0.0122022833,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0044486618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xurkitree,1485104,21504,,,0.0,,1e-09,,0.0049498964,0.0,0.0,0.0002230603,,,9.568e-07,0.0,,3.82897e-05,0.0080767353,0.0026892796,0.0069261558,4.01e-08,,,,0.0,5e-10,6.8633e-06,,0.0,0.0,,0.0071604413,,0.1753566294,0.0011214752,,0.0006034269,,2.8044189254,,8.6966e-06,,,0.0,,,1.2399e-06,0.0,0.0001698023,0.0,,0.0,4.6393e-06,,,0.2186226013,0.0,,3.5e-09,0.0,0.0,,0.0,,,0.0,0.0024174195,,,,,,,1.43164e-05,,,,,,,,0.0,,,,,,,,,,0.0,,,,,1.2614e-06,,,0.0,,,2.325e-07,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,9.38e-08,,,,,0.0078627336,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronzong,1485104,9654,,,,0.0,,,0.0247477977,0.0027021964,,0.0179324663,,9.748e-07,5.612e-07,3.6e-09,0.0,0.0160996549,0.0002573769,0.0,0.0247121385,2.227e-07,5e-10,,0.0856401946,0.0016389439,0.0032307182,0.0001225882,8.36e-08,,,,2.6231e-06,0.0,0.0483857904,0.0,,1.0845750255,,0.0026302018,0.0,0.0002629218,,0.0,,,,1.7497e-06,,,0.0001797725,0.0,,,,0.0,,0.0,,0.0022748598,5.428e-06,0.0003495204,0.0,,8.3906e-06,,,0.0,3.642e-07,,,,,,0.0,,,,,,0.0,,,,0.0002525601,,,,,,,0.0002691299,,,,,,,,,,,,5.4e-09,,0.0,,,,,0.0,,0.000884557,,,,,,,,,,,0.0,,,,1.35473e-05,0.0,,,0.5111432212,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0414087141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chansey,1485104,57039,,,,,0.0,,3.23272e-05,0.0,,4.79e-08,,,,0.0,0.0,1.868e-07,9.1732e-06,0.0,0.0,4.32289e-05,,,,6.1812e-06,,,,0.0,,,2e-08,,5.802e-07,,0.0,0.8857059984,,0.0169696645,,0.0,0.0,,,,,3.352e-06,1e-10,0.0,152.1024711673,,,0.0,,,,,,3.787e-07,,,,,0.0,,,,0.0,,,,1.871e-07,,0.0,,,,0.0,,,,1.7e-09,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.3628e-06,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaziken,1485104,154860,0.0059687985,5.51e-08,0.0,,1.57e-08,8.4e-08,0.0101909399,0.0335105229,,2.8902140715,5e-10,,3.07955e-05,2.476e-07,0.0015276116,0.4283978858,0.0047503882,0.8786990907,22.2549188666,0.0859192023,,,0.0058916926,0.0316921379,,4.2025718767,0.0701898474,0.0444334615,,0.2876882596,4.3971400936,0.0583233282,0.0924703523,0.003651233,,2.5780217798,1e-10,0.0289895509,1.9609e-06,0.0110689352,0.0,0.0004613276,0.0102865373,,0.1802818225,0.0028871252,2.12391e-05,0.0314226227,9.66e-08,,8e-10,2.3085e-06,,0.0940199042,0.0,,,2.6757536902,0.1456895158,,,0.0,1.2e-09,0.3076079486,0.0,0.000413817,,,9.74665e-05,1.872e-07,0.0,0.0,0.0001754742,1.77e-08,,2.3489166951,0.0,,0.0028639521,,0.0,,,,0.0,,0.0004521568,,0.0,2.22e-08,0.0,,6.94e-08,,0.053743775,0.0147066337,0.0,0.4884923521,0.0,1e-10,0.0031385222,0.4621653851,0.0,,0.0032716649,1.10305e-05,0.0,,,3.31e-07,,,,,0.0097009589,1.3947e-06,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,2.593e-07,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,3.416e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.76608e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,1485104,34494,,,,,0.0,,3e-10,0.0013036194,,0.2879500118,0.0,3.2181e-05,0.0,0.0,,0.0,0.0207340325,0.0,7.7892253645,0.3588076234,,,,0.0011310699,0.0,0.0,0.0,0.0,2.0046e-06,0.0,0.3069503376,,0.0012844559,,,0.0216557875,,1.7016439353,,3.3254e-06,,0.000114687,,,6.3293e-06,0.0008591715,0.4518450686,,,1.7e-09,4.4051e-06,0.0,,4.1406e-06,1.256e-07,,,3.5041384093,0.0628217076,0.0,,,,0.0,0.0,0.0015501083,0.0002608251,,,3.3e-09,,4.62963e-05,9.89e-08,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,7e-10,,,,,,,8.576e-07,0.0,0.0,,,,,4.4201e-06,,,,0.0011399276,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magearna,1485104,385120,1.1e-09,,0.0,0.0034210413,1e-10,,0.1974134527,1.19212e-05,,0.0237683739,,0.4307932791,0.5239853249,0.001413999,1.8016830872,0.2403759764,123.4880455365,0.9266072544,33.0213930133,1.1404084937,0.0020934233,,6.0843e-05,0.1741866156,2e-10,94.8697825653,0.0,0.0,0.0001255154,,7.0108264766,1.42e-08,264.5493952253,0.0087092887,,108.0471429611,3.35e-08,75.2737947496,0.0083415551,0.0251742246,0.0,1.3e-09,0.0040236918,,0.0,0.0588033648,,0.3962314848,0.0002593303,0.0758508733,2.4080277693,1.9656e-06,3.8e-09,0.29266815,4.37318e-05,,,0.0069309342,7e-10,3.41641e-05,1.5e-08,,8.92328e-05,6.411e-07,22.3314994894,0.0124572455,0.0,,4.998e-07,,,,0.0011320046,,,,2e-10,,,0.0,0.00345247,,,,2.3e-09,,0.4862755096,,0.0,0.0,0.0,,,,,0.0,,,4.40294e-05,0.0,,59.4106667693,,0.0,,0.0,0.0,,,0.0,0.0022534233,,0.0,,0.050107091,,,,,,,1.29568e-05,,0.0,,23.1412875211,,,0.0010572111,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0007924311,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Articuno-Galar,1485104,10998,,,,,,,0.0,0.0,,0.0034021355,7.288e-07,0.0,0.0,0.0,0.0019729146,,5.32355e-05,1.87105e-05,0.0637118699,0.0543728684,,,2e-10,0.0004196513,0.0052761614,0.0152818033,,0.0,0.0013230294,,0.2535737598,0.0,1.2084672302,6.36e-08,0.0,0.1110981588,,0.1531040709,0.0,2.27466e-05,,0.007459088,2.93834e-05,,,0.0138584391,,1.6535e-06,0.0,,,0.0,,1.2118e-06,0.002161338,,,2.382e-07,0.0363440605,,,0.0020787675,0.0,0.0,,0.0289455213,,8.2172e-06,4.73e-08,,0.0,,0.0,,,,,,,,0.1290366962,0.0009352199,,,,,2.364e-07,,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,0.0289363871,,0.0,,,0.0,,6.52e-08,,,,,,,,,,,0.0,,,,,,,,0.0,1.1207e-06,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
